語根	層	disp	id	群サイズ	F	綴りとの関係	逆引き候補数	末尾を落とすと
volum	CSV2890	册ⱽ	v	6	3	接頭辞	1	kajer
broŝur	CSV2890	册ᴮ	b	6	6	接頭辞	1	kajer
ekzempler	CSV2890	册ᴱ	e	6	5	接頭辞	1	kajer
prospekt	PEJVO	册ᴾ	p	6	2	接頭辞	1	kajer
bis	文法層	再ᴮ	b	2	4	接頭辞	1	re
redund	PIV	冗ᴿ	r	2	2	接頭辞	1	pleonasm
militar	PEJVO	军ᴹ	m	2	6	接頭辞	1	arme
agrikultur	PEJVO	农ᴬᴷ	ak	2	5	綴り内の文字	1	agr
agronomi	PIV	农学ᴬᴵ	ai	2	1	綴り内の文字	1	agronom
krest	CSV2890	冠ᴷˢ	ks	8	10	綴り内の文字	1	kron
ĉampion	CSV2890	冠ᶜ̂	ĉ	8	5	接頭辞	1	kron
mitr	PEJVO	冠ᴹ	m	8	5	接頭辞	1	kron
tiar	PEJVO	冠ᵀ	t	8	1	接頭辞	1	kron
diadem	PEJVO	冠ᴰ	d	8	1	接頭辞	1	kron
kalot	PIV	冠ᴷᴸ	kl	8	2	先頭+子音	1	kron
koronari	PIV	冠ᴷᴿ	kr	8	2	先頭+子音	3	kron
koronariit	PIV	冠炎ᴷ	k	2	1	接頭辞	1	mitrit
konflikt	CSV2890	冲ᴷ	k	5	12	接頭辞	1	impuls
elan	PIV	冲ᴱ	e	5	2	接頭辞	1	impuls
spurt	PIV	冲ˢ	s	5	3	接頭辞	2	impuls
sprint	PIV	冲ˢᴺ	sn	5	2	綴り内の文字	1	spurt
rezoluci	CSV2890	决ᴿ	r	2	3	接頭辞	1	decid
cirkonstanc	CSV2890	况ᶜ	c	2	7	接頭辞	1	situaci
frid	PEJVO	冷ᶠ	f	4	15	接頭辞	2	indiferent
algid	PIV	冷ᴬ	a	4	2	接頭辞	1	indiferent
frigid	PIV	冷ᶠᴳ	fg	4	2	綴り内の文字	1	frid
kongel	PIV	冻ᴷᴺ	kn	2	2	先頭+子音	1	krio
akurat	CSV2890	准ᴬ	a	2	3	接頭辞	1	preciz
redukt	CSV2890	减ᴿ	r	6	14	接頭辞	1	minus
subtrah	CSV2890	减ˢ	s	6	3	接頭辞	1	minus
diskont	PEJVO	减ᴰ	d	6	6	接頭辞	3	minus
dekrement	PEJVO	减ᴰᴷ	dk	6	2	先頭+子音	2	diskont
diminu	PIV	减ᴰᴹ	dm	6	1	先頭+子音	2	diskont
koagul	PEJVO	凝ᴷᴳ	kg	3	6	先頭+子音	1	kaze
kondens	PEJVO	凝ᴷᴺ	kn	3	10	先頭+子音	1	kaze
taburet	PEJVO	凳ᵀ	t	2	1	接頭辞	1	benk
konveks	PEJVO	凸ᴷ	k	7	10	接頭辞	1	ĝib
tenon	PEJVO	凸ᵀ	t	7	2	接頭辞	1	ĝib
bos	PIV	凸ᴮ	b	7	3	接頭辞	1	ĝib
galb	PIV	凸ᴳ	g	7	3	接頭辞	1	ĝib
protrud	PIV	凸ᴾ	p	7	2	接頭辞	2	ĝib
prognat	PIV	凸ᴾᴳ	pg	7	1	綴り内の文字	1	protrud
eksport	CSV2890	出ᴱᴷ	ek	3	7	接頭辞	1	el
emerg^	PEJVO	出ᴱᴹ	em	3	5	接頭辞	1	el
knokau^t	PEJVO	击倒ᴷ	k	2	2	接頭辞	1	nokau^t
cimitar	PIV	刀ᶜ	c	3	1	接頭辞	1	sabr
jatagan	PIV	刀ᴶ	j	3	1	接頭辞	1	sabr
divid	CSV2890	分ᴰ	d	8	28	接頭辞	2	on
minut	CSV2890	分ᴹ	m	8	7	接頭辞	2	on
frakci	CSV2890	分ᶠ	f	8	8	接頭辞	1	on
molekul	CSV2890	分ᴹᴸ	ml	8	12	先頭+子音	1	minut
gros^	PEJVO	分ᴳ	g	8	6	接頭辞	1	on
ekvinoks	PEJVO	分ᴱ	e	8	8	接頭辞	1	on
deci	PEJVO	分ᴰᶜ	dc	8	3	先頭+子音	1	divid
tomi	文法層	切ᵀᴹ	tm	6	22	先頭+子音	1	tranĉ
sekc	CSV2890	切ˢ	s	6	20	接頭辞	1	tranĉ
amput	PEJVO	切ᴬ	a	6	4	接頭辞	1	tranĉ
tangent	PEJVO	切ᵀᴺ	tn	6	3	先頭+子音	2	tranĉ
inciz	PIV	切ᴵ	i	6	4	接頭辞	1	tranĉ
magazin	PEJVO	刊ᴹ	m	2	1	接頭辞	1	revu
linc^	PEJVO	刑ᴸ	l	2	3	接頭辞	1	kriminal
rem	CSV2890	划ᴿ	r	6	16	接頭辞	1	plan
strek	CSV2890	划ˢ	s	6	38	接頭辞	2	plan
pagaj	PEJVO	划ᴾᴳ	pg	6	2	先頭+子音	1	plan
skarifik	PEJVO	划ˢᴷ	sk	6	4	接頭辞	2	strek
hac^	PIV	划ᴴ	h	6	4	接頭辞	1	plan
seri	CSV2890	列ˢ	s	3	15	接頭辞	1	vic
procesi	PEJVO	列ᴾ	p	3	9	接頭辞	1	vic
invent	CSV2890	创ᴵ	i	5	8	接頭辞	2	kre
iniciat	CSV2890	创ᴵᶜ	ic	5	9	綴り内の文字	1	invent
trau^mat	PEJVO	创ᵀ	t	5	6	接頭辞	2	kre
trau^m	PEJVO	创ᵀᴿ	tr	5	1	接頭辞	2	trau^mat
novic	PEJVO	初ᴺ	n	3	3	接頭辞	1	debut
rudiment	PEJVO	初ᴿ	r	3	2	接頭辞	1	debut
kondamn	CSV2890	判ᴷ	k	4	8	接頭辞	2	juĝ
verdikt	PEJVO	判ⱽ	v	4	3	接頭辞	1	juĝ
konvikt	PIV	判ᴷⱽ	kv	4	2	綴り内の文字	1	kondamn
profit	CSV2890	利ᴾ	p	3	33	接頭辞	1	favor
interez	CSV2890	利ᴵ	i	3	4	接頭辞	1	favor
rugin	PIV	刮ᴿ	r	2	2	接頭辞	1	skrap
livre	PEJVO	制服ᴸ	l	2	2	接頭辞	1	uniform
strigl	PEJVO	刷ˢ	s	3	2	接頭辞	2	bros
skovel	PIV	刷ˢᴷ	sk	3	2	接頭辞	1	strigl
bil	PEJVO	券ᴮ	b	3	4	接頭辞	1	kupon
talon	PIV	券ᵀ	t	3	1	接頭辞	1	kupon
dorn	CSV2890	刺ᴰ	d	6	18	接頭辞	1	pik
spron	PEJVO	刺ˢ	s	6	5	接頭辞	2	pik
strid	PIV	刺ˢᵀ	st	6	2	接頭辞	1	spron
lancin	PIV	刺ᴸ	l	6	3	接頭辞	1	pik
punktur	PIV	刺ᴾᴺ	pn	6	5	先頭+子音	1	pik
noc^	PEJVO	刻ᴺ	n	3	6	接頭辞	1	moment
gravur	PEJVO	刻ᴳ	g	3	16	接頭辞	1	moment
barbir	CSV2890	剃ᴮ	b	3	3	接頭辞	1	raz
tonsur	PEJVO	剃ᵀ	t	3	2	接頭辞	1	raz
front	CSV2890	前ᶠ	f	5	27	接頭辞	1	antaŭ
avan	PEJVO	前ᴬⱽ	av	5	3	接頭辞	2	antaŭ
avers	PEJVO	前ᴬᴿ	ar	5	1	綴り内の文字	1	antaŭ
pre	PIV	前ᴾ	p	5	2	接頭辞	1	antaŭ
spad	PEJVO	剑ˢ	s	3	6	接頭辞	1	glav
rapir	PEJVO	剑ᴿ	r	3	1	接頭辞	1	glav
anatomi	PEJVO	剖ᴬᴵ	ai	2	4	綴り内の文字	1	anatom
dram	CSV2890	剧ᴰ	d	6	10	接頭辞	1	teatr
komedi	CSV2890	剧ᴷ	k	6	9	接頭辞	1	teatr
skeĉ	CSV2890	剧ˢ	s	6	1	接頭辞	1	teatr
fars	PEJVO	剧ᶠ	f	6	6	接頭辞	1	teatr
melodram	PEJVO	剧ᴹ	m	6	1	接頭辞	1	teatr
stuc	PEJVO	剪ˢ	s	3	2	接頭辞	1	tond
c^izoj	PIV	剪ᶜ̂	ĉ	3	2	接頭辞	1	tond
akcesor	PEJVO	副ᴬᴷ	ak	2	5	接頭辞	1	adverb
sekant	PEJVO	割ˢᴷ	sk	2	2	先頭+子音	1	serp
dinamik	PEJVO	力ᴰ	d	2	11	接頭辞	1	potenc
entrepren	CSV2890	办ᴱ	e	3	19	接頭辞	1	ag
proced	CSV2890	办ᴾ	p	3	5	接頭辞	1	ag
adici	CSV2890	加ᴬ	a	2	4	接頭辞	1	plus
task	CSV2890	务ᵀ	t	3	13	接頭辞	1	serv
obligaci	PEJVO	务ᴼ	o	3	6	接頭辞	1	serv
motor	CSV2890	动ᴹᵀ	mt	7	35	先頭+子音	1	mov
verb	CSV2890	动ⱽ	v	7	11	接頭辞	1	mov
aŭtomat	CSV2890	动ᴬ	a	7	18	接頭辞	2	mov
kinet	PEJVO	动ᴷ	k	7	4	接頭辞	2	mov
au^tomaci	PEJVO	动ᴬᶜ	ac	7	1	綴り内の文字	1	aŭtomat
kinez	PIV	动ᴷᶻ	kz	7	7	綴り内の文字	1	kinet
adjunkt	PEJVO	助ᴬ	a	2	3	接頭辞	1	help
korsar	PEJVO	劫ᴷᴿ	kr	2	2	先頭+子音	2	kaper
brav	CSV2890	勇ᴮ	b	2	8	接頭辞	1	kuraĝ
string	PEJVO	勒ˢ	s	2	4	接頭辞	1	brid
kvest	PIV	募ᴷ	k	2	3	接頭辞	1	varb
asidu	PIV	勤ᴬ	a	2	2	接頭辞	1	diligent
s^kop	PIV	勺ˢ̂	ŝ	2	2	接頭辞	1	kuler
bulk	CSV2890	包ᴮ	b	4	7	接頭辞	2	pak
bandaĝ	CSV2890	包ᴮᴺ	bn	4	5	先頭+子音	1	bulk
tek	PEJVO	包ᵀ	t	4	8	接頭辞	1	pak
stilet	PEJVO	匕ˢ	s	2	1	接頭辞	1	ponard
ĥemi	CSV2890	化学ᴴ̂	ĥ	2	2	接頭辞	1	kemi
kvartal	CSV2890	区ᴷ	k	3	19	接頭辞	1	region
distrikt	CSV2890	区ᴰ	d	3	9	接頭辞	1	region
medicin	CSV2890	医ᴹ	m	3	28	接頭辞	1	kurac
hospital	CSV2890	医ᴴ	h	3	11	接頭辞	1	kurac
deka	PEJVO	十ᴰᴬ	da	3	5	綴り内の文字	2	dek
decimal	PEJVO	十ᴰᶜ	dc	3	6	先頭+子音	1	dek
dodekafoni	PIV	十二声ᴰᴵ	di	2	1	綴り内の文字	1	dodekafon
kilometr	PEJVO	千ᴷ	k	3	0	接頭辞	2	mil
kilo	PEJVO	千ᴷᴵ	ki	3	9	接頭辞	2	kilometr
skolopendr	PEJVO	千足ˢ	s	2	1	接頭辞	1	kilopod
his	PEJVO	升ᴴ	h	5	6	接頭辞	1	litr
promoci	PEJVO	升ᴾ	p	5	9	接頭辞	2	litr
dies	PEJVO	升ᴰ	d	5	2	接頭辞	1	litr
parvenu	PEJVO	升ᴾⱽ	pv	5	3	綴り内の文字	1	promoci
semi	PIV	半ˢ	s	2	3	接頭辞	1	hemi
kooper	PEJVO	协ᴷᴼ	ko	2	8	接頭辞	2	kooperativ
trivial	PEJVO	卑ᵀ	t	2	6	接頭辞	1	fi
menu	CSV2890	单ᴹᴱ	me	4	6	接頭辞	1	mono
fraŭl	CSV2890	单ᶠ	f	4	8	接頭辞	1	mono
singular	CSV2890	单ˢ	s	4	2	接頭辞	1	mono
antarkt	CSV2890	南ᴬ	a	2	5	接頭辞	1	sud
erudici	PEJVO	博ᴱ	e	4	3	接頭辞	2	doktor
erudit	PEJVO	博ᴱᵀ	et	4	1	綴り内の文字	1	erudici
dokt	PIV	博ᴰᴼ	do	4	1	接頭辞	2	doktor
au^gur	PEJVO	占ᴬ	a	3	10	接頭辞	1	okup
orakol	PEJVO	占ᴼᴿ	or	3	2	接頭辞	1	okup
slip	PEJVO	卡ˢ	s	2	1	接頭辞	1	kart
brom	PEJVO	卤ᴮ	b	3	1	接頭辞	1	halogen
astaten	PIV	卤ᴬ	a	3	1	接頭辞	1	halogen
halogenid	PIV	卤化ᴴ	h	2	1	接頭辞	1	bromid
higien	CSV2890	卫ᴴ	h	3	6	接頭辞	1	gvardi
sanitar	PEJVO	卫ˢ	s	3	5	接頭辞	1	gvardi
stamp	CSV2890	印ˢ	s	7	18	接頭辞	2	pres
sigel	CSV2890	印ˢᴳ	sg	7	15	先頭+子音	1	stamp
impres	CSV2890	印ᴵ	i	7	10	接頭辞	1	pres
mime	PEJVO	印ᴹ	m	7	2	接頭辞	1	pres
print	PEJVO	印ᴾᴺ	pn	7	5	綴り内の文字	1	pres
patric	PEJVO	印ᴾᵀ	pt	7	2	先頭+子音	2	pres
kriz	CSV2890	危ᴷ	k	2	15	接頭辞	1	danĝer
ekstemporal	PEJVO	即ᴱ	e	2	2	接頭辞	1	tuj
ovol	PEJVO	卵ᴼᴸ	ol	3	6	綴り内の文字	1	ov
kojon	PIV	卵ᴷ	k	3	2	接頭辞	1	ov
ovogenez	PIV	卵源ᴼᶻ	oz	2	1	綴り内の文字	1	ovogoni
rul	CSV2890	卷ᴿ	r	5	75	接頭辞	1	volv
friz	CSV2890	卷ᶠ	f	5	14	接頭辞	1	volv
bukl	CSV2890	卷ᴮ	b	5	6	接頭辞	1	volv
cirus	PEJVO	卷ᶜ	c	5	3	接頭辞	1	volv
uzin	CSV2890	厂ᵁ	u	2	2	接頭辞	1	fabrik
salon	CSV2890	厅ˢ	s	4	12	接頭辞	1	hal
vestibl	PEJVO	厅ⱽ	v	4	1	接頭辞	1	hal
atri	PIV	厅ᴬ	a	4	2	接頭辞	1	hal
tensi	PEJVO	压ᵀ	t	6	17	接頭辞	1	prem
katiz	PEJVO	压ᴷ	k	6	5	接頭辞	1	prem
markot	PEJVO	压ᴹ	m	6	3	接頭辞	1	prem
preg	PIV	压ᴾᴳ	pg	6	2	綴り内の文字	1	prem
presuriz	PIV	压ᴾˢ	ps	6	2	綴り内の文字	1	prem
barometr	PIV	压计ᴮ	b	4	1	接頭辞	1	manometr
tensimetr	PIV	压计ᵀ	t	4	1	接頭辞	2	manometr
tensiometr	PIV	压计ᵀᴼ	to	4	1	綴り内の文字	1	tensimetr
abomen	CSV2890	厌ᴬ	a	3	9	接頭辞	1	enu
hat	PIV	厌ᴴ	h	3	1	接頭辞	1	enu
klozet	PIV	厕ᴷ	k	2	2	接頭辞	1	latrin
centimetr	PEJVO	厘ᶜᴹ	cm	2	0	綴り内の文字	1	centi
semperviv	PEJVO	厚叶ˢ	s	2	1	接頭辞	1	krasul
original	CSV2890	原ᴼ	o	6	9	接頭辞	1	pra
primitiv	CSV2890	原ᴾᴹ	pm	6	3	綴り内の文字	3	pra
proto	PEJVO	原ᴾᵀ	pt	6	6	綴り内の文字	2	pra
primar	PEJVO	原ᴾᴿ	pr	6	3	接頭辞	4	pra
pamp	PIV	原ᴾᴾ	pp	6	2	綴り内の文字	1	pra
tripanosom	PEJVO	原兽ᵀ	t	2	1	接頭辞	1	protozo
arketip	PIV	原型ᴬ	a	2	1	接頭辞	1	prototip
kupe	PEJVO	厢ᴷ	k	2	1	接頭辞	1	vagon
referenc	CSV2890	参ᴿ	r	2	6	接頭辞	1	stab
harpun	PEJVO	叉ᴴ	h	4	5	接頭辞	1	fork
bifid	PIV	叉ᴮ	b	4	2	接頭辞	1	fork
dikotom	PIV	叉ᴰ	d	4	2	接頭辞	1	fork
dual	PEJVO	双ᴰ	d	3	6	接頭辞	1	ge
g^emin	PIV	双ᴳ̂	ĝ	3	4	接頭辞	1	ge
opon	CSV2890	反ᴼ	o	4	6	接頭辞	1	mal
ironi	CSV2890	反ᴵ	i	4	7	接頭辞	1	mal
kontra	PIV	反ᴷ	k	4	2	接頭辞	1	mal
refleks	PEJVO	反射ᴿˢ	rs	2	6	綴り内の文字	1	reflekt
emisi	PEJVO	发ᴱ	e	2	4	接頭辞	1	lanĉ
generator	PEJVO	发电ᴳ	g	2	11	接頭辞	1	dinam
akcept	CSV2890	受ᴬ	a	2	14	接頭辞	1	it
vari	CSV2890	变ⱽ	v	4	24	接頭辞	1	ŝanĝ
transmutaci	PEJVO	变ᵀ	t	4	3	接頭辞	1	ŝanĝ
krement	PIV	变ᴷ	k	4	4	接頭辞	1	ŝanĝ
h^ameleon	PEJVO	变色龙ᴴ̂	ĥ	2	2	接頭辞	1	kameleon
ordinaci	PEJVO	叙ᴼᶜ	oc	2	1	綴り内の文字	1	ordin
perfid	CSV2890	叛ᴾ	p	5	10	接頭辞	1	ribel
renegat	PEJVO	叛ᴿᴺ	rn	5	3	先頭+子音	1	ribel
apostat	PEJVO	叛ᴬ	a	5	2	接頭辞	1	ribel
insurekci	PEJVO	叛ᴵ	i	5	1	接頭辞	1	ribel
luk	CSV2890	口ᴸ	l	4	4	接頭辞	1	buŝ
faŭk	CSV2890	口ᶠ	f	4	5	接頭辞	1	buŝ
stomat	PIV	口ˢ	s	4	6	接頭辞	1	buŝ
stomatoskopi	PIV	口镜ˢᴵ	si	2	1	綴り内の文字	1	stomatoskop
arka	PEJVO	古ᴬᴿ	ar	9	4	接頭辞	6	antikv
arh^e	PEJVO	古ᴬᴴ̂	aĥ	9	2	綴り内の文字	3	antikv
arkeo	PEJVO	古ᴬᴼ	ao	9	6	綴り内の文字	1	antikv
paleo	PEJVO	古ᴾ	p	9	2	接頭辞	2	antikv
paleont	PEJVO	古ᴾᴺ	pn	9	3	綴り内の文字	1	paleo
arh^a	PEJVO	古ᴬᴬ	aa	9	1	綴り内の文字	4	antikv
arkaik	PEJVO	古ᴬᴵ	ai	9	1	綴り内の文字	3	antikv
arh^aik	PEJVO	古ᴬᴷ	ak	9	1	綴り内の文字	5	antikv
arkaism	PIV	古主义ᴬᴷ	ak	2	1	綴り内の文字	1	arh^aism
arkeologi	PIV	古学ᴬᴷ	ak	3	1	綴り内の文字	1	arh^eologi
paleontologi	PIV	古学ᴾ	p	3	1	接頭辞	1	arh^eologi
arkeolog	PIV	古学家ᴬᴷ	ak	3	1	綴り内の文字	1	arh^eolog
paleontolog	PIV	古学家ᴾ	p	3	1	接頭辞	1	arh^eolog
vers	CSV2890	句ⱽ	v	3	21	接頭辞	1	fraz
propozici	CSV2890	句ᴾ	p	3	7	接頭辞	1	fraz
teras	CSV2890	台ᵀ	t	7	3	接頭辞	1	podi
peron	CSV2890	台ᴾᴿ	pr	7	1	先頭+子音	2	podi
bufed	PEJVO	台ᴮ	b	7	5	接頭辞	1	podi
konzol	PEJVO	台ᴷ	k	7	2	接頭辞	1	podi
platform	PEJVO	台ᴾᴸ	pl	7	2	接頭辞	1	podi
stand	PEJVO	台ˢ	s	7	1	接頭辞	1	podi
anal	PIV	史ᴬ	a	2	2	接頭辞	1	histori
epik	PIV	史诗ᴱᴷ	ek	2	2	綴り内の文字	1	epope
lob	PEJVO	叶ᴸ	l	5	7	接頭辞	2	foli
limb	PEJVO	叶ᴸᴹ	lm	5	2	先頭+子音	1	lob
frond	PEJVO	叶ᶠᴿ	fr	5	3	接頭辞	1	foli
foliol	PEJVO	叶ᶠᴸ	fl	5	1	先頭+子音	2	foli
signal	CSV2890	号ˢ	s	3	22	接頭辞	2	numer
semafor	PEJVO	号ˢᴹ	sm	3	2	先頭+子音	1	signal
konform	CSV2890	合ᴷᴺ	kn	7	21	先頭+子音	5	kombin
kluc^	PEJVO	合ᴷᴸ	kl	7	14	接頭辞	1	kombin
sintez	PEJVO	合ˢ	s	7	15	接頭辞	1	kombin
kongru	PEJVO	合ᴷᴳ	kg	7	6	綴り内の文字	1	kombin
konjunkci	PEJVO	合ᴷᴶ	kj	7	4	綴り内の文字	1	kombin
kombinaci	PIV	合ᴷᶜ	kc	7	1	綴り内の文字	2	kombin
korus	PEJVO	合唱ᴷ	k	2	3	接頭辞	1	ĥor
homo	文法層	同ᴴ	h	5	25	接頭辞	1	sam
ident	CSV2890	同ᴵ	i	5	10	接頭辞	1	sam
asimil	CSV2890	同ᴬ	a	5	6	接頭辞	1	sam
unison	PEJVO	同ᵁ	u	5	2	接頭辞	1	sam
homotopi	PIV	同伦ᴴᴵ	hi	2	2	綴り内の文字	1	homotop
homomorfi	PIV	同形ᴴᴵ	hi	2	1	綴り内の文字	1	homomorf
fam	CSV2890	名ᶠ	f	6	21	接頭辞	1	nom
substantiv	CSV2890	名ˢ	s	6	5	接頭辞	1	nom
onim	PEJVO	名ᴼ	o	6	12	接頭辞	1	nom
nominal	PEJVO	名ᴺᴺ	nn	6	5	綴り内の文字	1	nom
reputaci	PEJVO	名ᴿ	r	6	1	接頭辞	1	nom
aposterior	PEJVO	后ᴬ	a	2	2	接頭辞	1	post
kraĉ	CSV2890	吐ᴷ	k	3	11	接頭辞	1	vom
sput	PEJVO	吐ˢ	s	3	7	接頭辞	1	vom
ipekakuan	PIV	吐根ᴵᴷ	ik	2	1	綴り内の文字	2	ipek
monarki	PEJVO	君主ᴹᴵ	mi	4	3	綴り内の文字	2	monark
monarh^	PEJVO	君主ᴹᴴ̂	mĥ	4	1	綴り内の文字	2	monark
monarh^i	PEJVO	君主ᴹᴼ	mo	4	1	接頭辞	4	monark
fag^	PIV	吞ᶠ	f	3	2	接頭辞	1	glut
ingest	PIV	吞ᴵ	i	3	1	接頭辞	1	glut
veto	PEJVO	否ⱽ	v	5	2	接頭辞	1	negativ
negaci	PEJVO	否ᴺᶜ	nc	5	1	綴り内の文字	1	negativ
dement	PEJVO	否ᴰ	d	5	1	接頭辞	1	negativ
neg	PIV	否ᴺᴱ	ne	5	3	接頭辞	3	negativ
tonel	PEJVO	吨ᵀᴸ	tl	2	5	綴り内の文字	1	tun
implic	PEJVO	含ᴵᴹ	im	3	11	接頭辞	1	inkluziv
inklud	PEJVO	含ᴵᴰ	id	3	3	綴り内の文字	1	inkluziv
aŭskult	CSV2890	听ᴬˢ	as	2	12	綴り内の文字	1	aŭd
revelaci	PEJVO	启ᴿ	r	2	4	接頭辞	1	inspir
sorb	CSV2890	吸ˢᴿ	sr	5	30	先頭+子音	1	suĉ
s^mac	PEJVO	吸ˢ̂	ŝ	5	3	接頭辞	1	suĉ
inhal	PEJVO	吸ᴵ	i	5	5	接頭辞	1	suĉ
absorb	PEJVO	吸ᴬ	a	5	6	接頭辞	1	suĉ
blag	PEJVO	吹ᴮᴳ	bg	2	2	綴り内の文字	1	blov
ror	PIV	吼ᴿ	r	2	1	接頭辞	1	muĝ
herold	CSV2890	告ᴴ	h	3	2	接頭辞	1	inform
aviz	PEJVO	告ᴬ	a	3	6	接頭辞	1	inform
membr	CSV2890	员ᴹ	m	3	19	接頭辞	1	an
komiz	PEJVO	员ᴷ	k	3	5	接頭辞	1	an
sapor	PIV	味ˢ	s	2	1	接頭辞	1	gust
fatal	CSV2890	命ᶠ	f	4	7	接頭辞	2	sort
fat	PEJVO	命ᶠᴬ	fa	4	1	接頭辞	2	fatal
vital	PEJVO	命ⱽ	v	4	3	接頭辞	1	sort
kaj	文法層	和ᴷ	k	4	41	接頭辞	1	pac
akord	CSV2890	和ᴬ	a	4	12	接頭辞	1	pac
pacif	PEJVO	和ᴾᶠ	pf	4	2	綴り内の文字	1	pac
psalm	PEJVO	咏ᴾ	p	3	6	接頭辞	1	c^ant
kantik	PEJVO	咏ᴷ	k	3	1	接頭辞	1	c^ant
envult	PEJVO	咒ᴱ	e	3	2	接頭辞	1	anatem
damn	PEJVO	咒ᴰ	d	3	1	接頭辞	1	anatem
kver	PEJVO	咕ᴷ	k	3	4	接頭辞	2	murmur
kluk	PEJVO	咕ᴷᴸ	kl	3	4	接頭辞	1	kver
faringit	PIV	咽炎ᶠ	f	2	1	接頭辞	1	angin
faringoskopi	PIV	咽镜ᶠᴵ	fi	2	1	綴り内の文字	2	faringoskop
ve	CSV2890	哀ⱽ	v	3	11	接頭辞	1	kondolenc
lament	PEJVO	哀ᴸ	l	3	6	接頭辞	1	kondolenc
klak	CSV2890	响ᴷ	k	4	18	接頭辞	1	sonor
laŭt	CSV2890	响ᴸ	l	4	17	接頭辞	1	sonor
bac	PIV	响ᴮ	b	4	2	接頭辞	1	sonor
filozofi	PEJVO	哲ᶠᴵ	fi	2	4	接頭辞	2	filozof
grunt	PEJVO	哼ᴳ	g	2	2	接頭辞	1	ronk
labi	PEJVO	唇ᴸᴮ	lb	3	2	先頭+子音	2	lip
labial	PEJVO	唇ᴸᴸ	ll	3	2	綴り内の文字	1	lip
solo	PEJVO	唯ˢᴼ	so	2	1	接頭辞	2	sol
rong^	PEJVO	啃ᴿᴺ	rn	2	3	先頭+子音	1	rod
firma	CSV2890	商ᶠ	f	4	4	接頭辞	1	komerc
negoc	PEJVO	商ᴺ	n	4	7	接頭辞	1	komerc
kvocient	PEJVO	商ᴷⱽ	kv	4	5	接頭辞	1	komerc
knal	PIV	啪ᴷᴺ	kn	2	2	接頭辞	1	krak
kokerik	PEJVO	啼ᴷ	k	2	2	接頭辞	1	grak
he	文法層	喂ᴴᴱ	he	3	2	接頭辞	1	ho
hoj	PEJVO	喂ᴴᴶ	hj	3	2	先頭+子音	1	ho
laring	PEJVO	喉ᴸ	l	2	11	接頭辞	1	gorĝ
anhel	PEJVO	喘ᴬᴺ	an	4	2	接頭辞	1	astm
stertor	PEJVO	喘ˢ	s	4	2	接頭辞	1	astm
dispne	PIV	喘ᴰ	d	4	1	接頭辞	1	astm
ŝat	CSV2890	喜ˢ̂	ŝ	3	15	接頭辞	1	ĝoj
jubil	PEJVO	喜ᴶ	j	3	1	接頭辞	1	ĝoj
jet	CSV2890	喷ᴶ	j	5	3	接頭辞	1	ŝpruc
tern	CSV2890	喷ᵀ	t	5	6	接頭辞	1	ŝpruc
erupci	PEJVO	喷ᴱ	e	5	4	接頭辞	2	ŝpruc
erupt	PEJVO	喷ᴱᵀ	et	5	1	綴り内の文字	1	erupci
metafor	PEJVO	喻ᴹ	m	3	4	接頭辞	2	trop
metonimi	PEJVO	喻ᴹᴺ	mn	3	1	綴り内の文字	1	metafor
snuf	PEJVO	嗅ˢ	s	3	1	接頭辞	1	flar
olfakt	PIV	嗅ᴼ	o	3	2	接頭辞	1	flar
kodicil	PEJVO	嘱ᴷ	k	2	1	接頭辞	1	testament
sibl	PEJVO	嘶ˢ	s	3	4	接頭辞	1	hen
s^us^	PIV	嘶ˢ̂	ŝ	3	2	接頭辞	1	sibl
organ	CSV2890	器ᴼ	o	5	59	接頭辞	1	uj
vaz	CSV2890	器ⱽ	v	5	17	接頭辞	1	uj
aparat	CSV2890	器ᴬ	a	5	28	接頭辞	1	uj
instrument	CSV2890	器ᴵ	i	5	17	接頭辞	1	uj
kakofoni	PIV	噪ᴷ	k	2	2	接頭辞	1	bru
ulul	PEJVO	嚎ᵁ	u	2	3	接頭辞	1	hurl
kapsul	PEJVO	囊ᴷ	k	6	7	接頭辞	1	vezik
folikl	PEJVO	囊ᶠ	f	6	5	接頭辞	1	vezik
ask	PIV	囊ᴬ	a	6	5	接頭辞	1	vezik
burs	PIV	囊ᴮ	b	6	2	接頭辞	1	vezik
utrikl	PIV	囊ᵁ	u	6	1	接頭辞	1	vezik
foliklit	PIV	囊炎ᶠ	f	2	1	接頭辞	1	bursit
askomikot	PIV	囊菌ᴬᴷ	ak	2	1	綴り内の文字	2	askomicet
kvaternar	PEJVO	四ᴷᵀ	kt	2	2	綴り内の文字	1	kvar
pro	文法層	因ᴾ	p	5	17	接頭辞	1	ĉar
kaŭz	CSV2890	因ᴷ	k	5	18	接頭辞	1	ĉar
faktor	CSV2890	因ᶠ	f	5	8	接頭辞	1	ĉar
eti	PEJVO	因ᴱ	e	5	3	接頭辞	1	ĉar
mas	CSV2890	团ᴹ	m	11	36	接頭辞	1	grup
bul	CSV2890	团ᴮ	b	11	23	接頭辞	2	grup
trup	CSV2890	团ᵀ	t	11	20	接頭辞	1	grup
solidar	CSV2890	团ˢ	s	11	4	接頭辞	1	grup
regiment	CSV2890	团ᴿ	r	11	3	接頭辞	1	grup
agreg	PEJVO	团ᴬ	a	11	2	接頭辞	2	grup
