層	分節	単独語数	単独接地率	合成語数	合成接地率	文脈保持率
tier1_PEJVO本体	derm	5	1.000	3	1.000	1.00
tier1_PEJVO本体	sulfur	4	1.000	3	1.000	1.00
tier1_PEJVO本体	komat	2	1.000	2	1.000	1.00
tier1_PEJVO本体	diafan	2	1.000	2	1.000	1.00
tier1_PEJVO本体	diagnoz	2	1.000	1	1.000	1.00
tier1_PEJVO本体	integral	2	1.000	2	1.000	1.00
tier1_PEJVO本体	enzim	1	1.000	1	1.000	1.00
tier1_PEJVO本体	diktator	4	1.000	2	1.000	1.00
tier1_PEJVO本体	dilat	5	1.000	7	1.000	1.00
tier1_PEJVO本体	licenci	3	1.000	1	1.000	1.00
tier1_PEJVO本体	disertaci	1	1.000	1	1.000	1.00
tier1_PEJVO本体	dispers	4	1.000	1	1.000	1.00
tier1_PEJVO本体	diverg^	5	1.000	3	1.000	1.00
tier1_PEJVO本体	doz	6	1.000	7	1.000	1.00
tier1_PEJVO本体	dren	4	1.000	2	1.000	1.00
tier1_PEJVO本体	gland	1	1.000	8	1.000	1.00
tier1_PEJVO本体	korol	2	1.000	13	1.000	1.00
tier1_PEJVO本体	refrakt	5	1.000	7	1.000	1.00
tier1_PEJVO本体	duoden	2	1.000	1	1.000	1.00
tier1_PEJVO本体	ovol	2	1.000	2	1.000	1.00
tier1_PEJVO本体	duplikat	1	1.000	1	1.000	1.00
tier1_PEJVO本体	sankci	2	1.000	1	1.000	1.00
tier1_PEJVO本体	ekscentrik	1	1.000	1	1.000	1.00
tier1_PEJVO本体	eksklud	2	1.000	1	1.000	1.00
tier1_PEJVO本体	eksponent	1	1.000	4	1.000	1.00
tier1_PEJVO本体	ekzantem	2	1.000	1	1.000	1.00
tier1_PEJVO本体	emancip	4	1.000	1	1.000	1.00
tier1_PEJVO本体	emerg^	1	1.000	3	1.000	1.00
tier1_PEJVO本体	en-	1	1.000	1	1.000	1.00
tier1_PEJVO本体	endemi	2	1.000	1	1.000	1.00
tier1_PEJVO本体	endokrin	1	1.000	2	1.000	1.00
tier1_PEJVO本体	feu^d	8	1.000	4	1.000	1.00
tier1_PEJVO本体	enurez	1	1.000	1	1.000	1.00
tier1_PEJVO本体	estetik	4	1.000	1	1.000	1.00
tier1_PEJVO本体	minoritat	1	1.000	1	1.000	1.00
tier1_PEJVO本体	eu^tanazi	2	1.000	1	1.000	1.00
tier1_PEJVO本体	evangeli	5	1.000	3	1.000	1.00
tier1_PEJVO本体	faring	2	1.000	1	1.000	1.00
tier1_PEJVO本体	fav	4	1.000	1	1.000	1.00
tier1_PEJVO本体	ferdek	3	1.000	1	1.000	1.00
tier1_PEJVO本体	oksid	6	1.000	15	1.000	1.00
tier1_PEJVO本体	puli	2	1.000	2	1.000	1.00
tier1_PEJVO本体	fizi	2	1.000	3	1.000	1.00
tier1_PEJVO本体	nav	1	1.000	1	1.000	1.00
tier1_PEJVO本体	fleksi	2	1.000	1	1.000	1.00
tier1_PEJVO本体	fluoresk	4	1.000	2	1.000	1.00
tier1_PEJVO本体	hum	1	1.000	1	1.000	1.00
tier1_PEJVO本体	folklor	2	1.000	1	1.000	1.00
tier1_PEJVO本体	forst	3	1.000	1	1.000	1.00
tier1_PEJVO本体	fosili	3	1.000	2	1.000	1.00
tier1_PEJVO本体	kromi	4	1.000	1	1.000	1.00
tier1_PEJVO本体	sintez	5	1.000	6	1.000	1.00
tier1_PEJVO本体	fuze	1	1.000	4	1.000	1.00
tier1_PEJVO本体	frid	6	1.000	2	1.000	1.00
tier1_PEJVO本体	galer	2	1.000	1	1.000	1.00
tier1_PEJVO本体	kvantum	4	1.000	8	1.000	1.00
tier1_PEJVO本体	genea	3	1.000	1	1.000	1.00
tier1_PEJVO本体	geodezi	1	1.000	1	1.000	1.00
tier1_PEJVO本体	gingiv	2	1.000	1	1.000	1.00
tier1_PEJVO本体	gliciriz	1	1.000	1	1.000	1.00
tier1_PEJVO本体	karaktr	2	1.000	4	1.000	1.00
tier1_PEJVO本体	ortodoks	2	1.000	2	1.000	1.00
tier1_PEJVO本体	meridian	2	1.000	1	1.000	1.00
tier1_PEJVO本体	gumigut	1	1.000	1	1.000	1.00
tier1_PEJVO本体	handikap	4	1.000	1	1.000	1.00
tier1_PEJVO本体	kolik	1	1.000	2	1.000	1.00
tier1_PEJVO本体	herpet	1	1.000	1	1.000	1.00
tier1_PEJVO本体	hidrat	3	1.000	1	1.000	1.00
tier1_PEJVO本体	himen	1	1.000	1	1.000	1.00
tier1_PEJVO本体	hipotek	3	1.000	3	1.000	1.00
tier1_PEJVO本体	kromosom	2	1.000	2	1.000	1.00
tier1_PEJVO本体	rudr	1	1.000	3	1.000	1.00
tier1_PEJVO本体	idol	2	1.000	2	1.000	1.00
tier1_PEJVO本体	ikon	1	1.000	2	1.000	1.00
tier1_PEJVO本体	incens	6	1.000	1	1.000	1.00
tier1_PEJVO本体	incid	2	1.000	3	1.000	1.00
tier1_PEJVO本体	infanteri	2	1.000	1	1.000	1.00
tier1_PEJVO本体	inkandesk	2	1.000	2	1.000	1.00
tier1_PEJVO本体	vor	1	1.000	2	1.000	1.00
tier1_PEJVO本体	intuici	4	1.000	1	1.000	1.00
tier1_PEJVO本体	patent	6	1.000	4	1.000	1.00
tier1_PEJVO本体	invest	6	1.000	2	1.000	1.00
tier1_PEJVO本体	iris	1	1.000	1	1.000	1.00
tier1_PEJVO本体	iski	1	1.000	1	1.000	1.00
tier1_PEJVO本体	izotop	2	1.000	1	1.000	1.00
tier1_PEJVO本体	staj	1	1.000	1	1.000	1.00
tier1_PEJVO本体	tof	1	1.000	1	1.000	1.00
tier1_PEJVO本体	kanab	1	1.000	1	1.000	1.00
tier1_PEJVO本体	kapilar	3	1.000	1	1.000	1.00
tier1_PEJVO本体	kapitulac	2	1.000	1	1.000	1.00
tier1_PEJVO本体	kavalir	7	1.000	3	1.000	1.00
tier1_PEJVO本体	kep	1	1.000	1	1.000	1.00
tier1_PEJVO本体	viskoz	2	1.000	4	1.000	1.00
tier1_PEJVO本体	koagul	4	1.000	1	1.000	1.00
tier1_PEJVO本体	kolz	1	1.000	1	1.000	1.00
tier1_PEJVO本体	refleks	2	1.000	3	1.000	1.00
tier1_PEJVO本体	konjunktiv	2	1.000	1	1.000	1.00
tier1_PEJVO本体	kontag^	4	1.000	2	1.000	1.00
tier1_PEJVO本体	rabi	4	1.000	1	1.000	1.00
tier1_PEJVO本体	rif	1	1.000	4	1.000	1.00
tier1_PEJVO本体	korelativ	2	1.000	1	1.000	1.00
tier1_PEJVO本体	kremaci	3	1.000	1	1.000	1.00
tier1_PEJVO本体	kriminal	2	1.000	5	1.000	1.00
tier1_PEJVO本体	krit	1	1.000	3	1.000	1.00
tier1_PEJVO本体	kroz	2	1.000	2	1.000	1.00
tier1_PEJVO本体	kurt	1	1.000	3	1.000	1.00
tier1_PEJVO本体	laf	1	1.000	2	1.000	1.00
tier1_PEJVO本体	labi	1	1.000	1	1.000	1.00
tier1_PEJVO本体	sesi	1	1.000	2	1.000	1.00
tier1_PEJVO本体	lapar	1	1.000	1	1.000	1.00
tier1_PEJVO本体	latent	2	1.000	3	1.000	1.00
tier1_PEJVO本体	leopard	1	1.000	1	1.000	1.00
tier1_PEJVO本体	leu^k	1	1.000	1	1.000	1.00
tier1_PEJVO本体	rizom	1	1.000	1	1.000	1.00
tier1_PEJVO本体	lugr	1	1.000	1	1.000	1.00
tier1_PEJVO本体	premis	2	1.000	2	1.000	1.00
tier1_PEJVO本体	mandaren	1	1.000	1	1.000	1.00
tier1_PEJVO本体	maron	1	1.000	1	1.000	1.00
tier1_PEJVO本体	martir	5	1.000	1	1.000	1.00
tier1_PEJVO本体	tars	1	1.000	1	1.000	1.00
tier1_PEJVO本体	metro	1	1.000	2	1.000	1.00
tier1_PEJVO本体	metropol	1	1.000	1	1.000	1.00
tier1_PEJVO本体	verdikt	2	1.000	1	1.000	1.00
tier1_PEJVO本体	morus	2	1.000	3	1.000	1.00
tier1_PEJVO本体	mosk	3	1.000	3	1.000	1.00
tier1_PEJVO本体	municip	2	1.000	1	1.000	1.00
tier1_PEJVO本体	mutual	3	1.000	1	1.000	1.00
tier1_PEJVO本体	naft	1	1.000	2	1.000	1.00
tier1_PEJVO本体	navig	4	1.000	2	1.000	1.00
tier1_PEJVO本体	sept	1	1.000	1	1.000	1.00
tier1_PEJVO本体	nebuloz	1	1.000	1	1.000	1.00
tier1_PEJVO本体	neu^tr	5	1.000	5	1.000	1.00
tier1_PEJVO本体	sambuk	1	1.000	2	1.000	1.00
tier1_PEJVO本体	nominal	4	1.000	1	1.000	1.00
tier1_PEJVO本体	notari	3	1.000	1	1.000	1.00
tier1_PEJVO本体	ofensiv	2	1.000	1	1.000	1.00
tier1_PEJVO本体	okzal	1	1.000	1	1.000	1.00
tier1_PEJVO本体	skist	2	1.000	3	1.000	1.00
tier1_PEJVO本体	oliban	1	1.000	1	1.000	1.00
tier1_PEJVO本体	organik	1	1.000	5	1.000	1.00
tier1_PEJVO本体	ovari	1	1.000	2	1.000	1.00
tier1_PEJVO本体	ume	1	1.000	3	1.000	1.00
tier1_PEJVO本体	periferi	3	1.000	1	1.000	1.00
tier1_PEJVO本体	pirat	4	1.000	1	1.000	1.00
tier1_PEJVO本体	polen	6	1.000	1	1.000	1.00
tier1_PEJVO本体	primar	1	1.000	1	1.000	1.00
tier1_PEJVO本体	privilegi	4	1.000	2	1.000	1.00
tier1_PEJVO本体	prostat	1	1.000	1	1.000	1.00
tier1_PEJVO本体	punkci	2	1.000	1	1.000	1.00
tier1_PEJVO本体	racional	4	1.000	2	1.000	1.00
tier1_PEJVO本体	radial	1	1.000	1	1.000	1.00
tier1_PEJVO本体	ratifik	3	1.000	1	1.000	1.00
tier1_PEJVO本体	rektum	1	1.000	2	1.000	1.00
tier1_PEJVO本体	rendiment	1	1.000	1	1.000	1.00
tier1_PEJVO本体	resurs	1	1.000	1	1.000	1.00
tier1_PEJVO本体	resonanc	1	1.000	1	1.000	1.00
tier1_PEJVO本体	sake	1	1.000	1	1.000	1.00
tier1_PEJVO本体	seb	3	1.000	3	1.000	1.00
tier1_PEJVO本体	sider	1	1.000	3	1.000	1.00
tier1_PEJVO本体	sifilis	3	1.000	1	1.000	1.00
tier1_PEJVO本体	zodiak	2	1.000	3	1.000	1.00
tier1_PEJVO本体	simfoni	2	1.000	1	1.000	1.00
tier1_PEJVO本体	simptom	2	1.000	1	1.000	1.00
tier1_PEJVO本体	sinovi	1	1.000	1	1.000	1.00
tier1_PEJVO本体	sism	2	1.000	1	1.000	1.00
tier1_PEJVO本体	skarlatin	1	1.000	1	1.000	1.00
tier1_PEJVO本体	solstic	2	1.000	3	1.000	1.00
tier1_PEJVO本体	timian	1	1.000	1	1.000	1.00
tier1_PEJVO本体	spark	3	1.000	1	1.000	1.00
tier1_PEJVO本体	sperm	2	1.000	3	1.000	1.00
tier1_PEJVO本体	spontan	3	1.000	1	1.000	1.00
tier1_PEJVO本体	spontane	3	1.000	3	1.000	1.00
tier1_PEJVO本体	stalaktit	1	1.000	1	1.000	1.00
tier1_PEJVO本体	stau^l	1	1.000	1	1.000	1.00
tier1_PEJVO本体	sturm	3	1.000	1	1.000	1.00
tier1_PEJVO本体	surogat	2	1.000	2	1.000	1.00
tier1_PEJVO本体	tret	3	1.000	1	1.000	1.00
tier1_PEJVO本体	s^pal	1	1.000	2	1.000	1.00
tier1_PEJVO本体	tartr	2	1.000	3	1.000	1.00
tier1_PEJVO本体	tau^r	2	1.000	2	1.000	1.00
tier1_PEJVO本体	terciar	2	1.000	1	1.000	1.00
tier1_PEJVO本体	tindr	1	1.000	1	1.000	1.00
tier1_PEJVO本体	tiroid	2	1.000	2	1.000	1.00
tier1_PEJVO本体	transcend	2	1.000	1	1.000	1.00
tier1_PEJVO本体	transvers	3	1.000	3	1.000	1.00
tier1_PEJVO本体	troposfer	1	1.000	1	1.000	1.00
tier1_PEJVO本体	turbul	2	1.000	1	1.000	1.00
tier1_PEJVO本体	ure	2	1.000	1	1.000	1.00
tier1_PEJVO本体	uretr	2	1.000	1	1.000	1.00
tier1_PEJVO本体	uskl	1	1.000	2	1.000	1.00
tier1_PEJVO本体	uta	2	1.000	1	1.000	1.00
tier1_PEJVO本体	variol	3	1.000	2	1.000	1.00
tier1_PEJVO本体	vimen	1	1.000	1	1.000	1.00
tier1_PEJVO本体	vot	3	1.000	1	1.000	1.00
tier1_PEJVO本体	projekci	4	0.500	5	0.600	1.20
tier1_PEJVO本体	plak	3	0.667	5	0.800	1.20
tier1_PEJVO本体	vertebr	5	0.800	1	1.000	1.25
tier1_PEJVO本体	negoc	5	0.800	1	1.000	1.25
tier1_PEJVO本体	stagn	4	0.750	1	1.000	1.33
tier1_PEJVO本体	testik	2	0.500	3	0.667	1.33
tier1_PEJVO本体	vibr	7	0.714	6	1.000	1.40
tier1_PEJVO本体	centrifug	3	0.667	3	1.000	1.50
tier1_PEJVO本体	decimal	2	0.500	4	0.750	1.50
tier1_PEJVO本体	dinam	3	0.667	3	1.000	1.50
tier1_PEJVO本体	etim	3	0.667	1	1.000	1.50
tier1_PEJVO本体	kegl	3	0.667	1	1.000	1.50
tier1_PEJVO本体	ser	3	0.667	3	1.000	1.50
tier1_PEJVO本体	sel	7	0.286	4	0.500	1.75
tier1_PEJVO本体	likvor	2	0.500	4	1.000	2.00
tier1_PEJVO本体	fobi	2	0.500	5	1.000	2.00
tier1_PEJVO本体	peoni	2	0.500	1	1.000	2.00
tier1_PEJVO本体	galeri	2	0.500	1	1.000	2.00
tier1_PEJVO本体	glot	2	0.500	1	1.000	2.00
tier1_PEJVO本体	g^et	2	0.500	1	1.000	2.00
tier1_PEJVO本体	infinitezim	2	0.500	1	1.000	2.00
tier1_PEJVO本体	interpunkci	2	0.500	1	1.000	2.00
tier1_PEJVO本体	obskur	2	0.500	1	1.000	2.00
tier1_PEJVO本体	kobold	2	0.500	3	1.000	2.00
tier1_PEJVO本体	orden	2	0.500	2	1.000	2.00
tier1_PEJVO本体	narcis	2	0.500	1	1.000	2.00
tier1_PEJVO本体	prepuci	2	0.500	1	1.000	2.00
tier1_PEJVO本体	timpan	2	0.500	1	1.000	2.00
tier1_PEJVO本体	hard	5	0.400	1	1.000	2.50
tier1_PEJVO本体	kil	3	0.333	1	1.000	3.00
tier1_PEJVO本体	devi	3	0.333	6	1.000	3.00
tier1_PEJVO本体	embri	6	0.333	1	1.000	3.00
tier1_PEJVO本体	spat	3	0.333	1	1.000	3.00
tier1_PEJVO本体	framason	3	0.333	1	1.000	3.00
tier1_PEJVO本体	grenad	4	0.250	1	1.000	4.00
tier1_PEJVO本体	kronik	4	0.250	3	1.000	4.00
