root	層	漢字	接地	生物名	F	接地した定義語根	定義文
antiar	PIV	木ᴬᵀ	Y	Y	1	upas=毒木	G. (Genro) (Antiaris el morusacoj) de nur unu sp. (A. toxicaria) el Afriko k Azio, tropika
antiklinal	PIV	背斜	Y		1	sinklinal=向斜	Konveksa parto de falto. Vd sinklinalo.
antilid	PIV	豆ᴬᴺ	Y	Y	1	gus^=豆	G. (Genro) (Anthyllis el fabacoj) de unu-k plur-jaraj herboj k de tufarbustoj kun diversko
antistrof	PIV	抗节	Y		1	strof=节ˢᵀ	En la helena h^oro, kanto metrike egala al la strofo, situanta post g^i k antau^ la epodo
antoksant	PIV	草ᴬᴺᵀᴼ	Y	Y	1	herb=草	G. (Genro) (Anthoxanthum el poacoj) de unu-k plur-jaraj herboj kun spiketoj en spikforma p
antr	PIV	洞ᴬ	Y		1	kavern=洞,kav=洞	1 Kaverno. 2 Kavernoforma kavo de iuj organoj
antrisk	PIV	伞ᴬᴿ	Y	Y	1	cerefoli=伞	G. (Genro) (Anthriscus el apiacoj) de herboj kun folioj plume dividaj k kun blankaj floroj
antropofag	PIV	人吞	Y		1	kanibal=食人	Homo, kiu en difinitaj okazoj mang^as la karnon de alia homo Vd kanibalo.
anturi	PIV	草ᴬᴺᵀ	Y	Y	1	herb=草	G. (Genro) (Anthurium el arumacoj) de plurjaraj herboj kun simplaj au^ mane kunmetaj folio
anuri	PIV	无尿	Y		1	urin=尿	Halto de la urina sekrecio.
aortit	PIV	主脉炎	Y		1	inflam=炎,aort=主脉	Inflamo de la aortaj tunikoj.
apatosau^r	PIV	龙ᴬᴾ	Y	Y	1	dinosau^r=恐龙	G. (Genro) (Apatosaurus) de herbomang^antaj dinosau^roj el la ordo sau^riskioj, el malfrua
apios	PIV	豆ᴬᴾ	Y	Y	1	gus^=豆	G. (Genro) (Apios el fabacoj) de plurjaraj herboj kun tuberaj radikoj, volve grimpaj tigoj
apocin	PIV	草ᴬᴾ	Y	Y	1	herb=草	G. (Genro) (Apocynum el apocinacoj) de plurjaraj herboj; c^. (c^irkau^) 12 sp-oj (specioj)
arabidops	PIV	草ᴬᴿᴬᴮ	Y	Y	1	herb=草	G. (Genro) (Arabidopsis el brasikacoj) de 15-20 sp-oj (specioj) de herboj el la N hemisfer
arabis	PIV	草ᴬᴿᴬ	Y	Y	1	herb=草	G. (Genro) (Arabis el brasikacoj) de unu-, du-k plur-jaraj herboj kun blankaj, rozaj, blua
araknoidit	PIV	蛛膜炎	Y		1	inflam=炎,araknoid=蛛膜	Inflamo de la araknoido.
arali	PIV	木ᴬᴿ	Y	Y	1	arbust=灌木	G. (Genro) (Aralia el araliacoj) de falfoliaj arboj k arbustoj kun ofte dornaj tigoj, kun 
arbologi	PIV	树学	Y		1	arb=树	Scienco pri arboj k arbustoj.
arenari	PIV	草ᴬᴿᴱ	Y	Y	1	herb=草	G. (Genro) (Arenaria el kariofilacoj) de malaltaj, unu-au^ plur-jaraj herboj kun g^enerale
argani	PIV	木ᴬᴬ	Y	Y	1	lign=木	G. (Genro) (Argania el sapotacoj) de nur unu sp. (A. spinosa) el Maroko, dau^rafolia, dorn
argemon	PIV	草ᴬᴳ	Y	Y	1	herb=草	G. (Genro) (Argemone el papavacoj) de plantoj - unu-, du-k plur-jaraj herboj k unu tufarbu
arkan	PIV	秘ᴬ	Y		1	sekret=秘	1 Sekreta instruo au^ rito, rezervita al inicitoj. 2 Taroka karto
arketip	PIV	原型ᴬ	Y		1	original=原,tip=型	1 Eterna ideo, modelo de la estaj^oj. 2 Originalo, sur kiu oni kopiis la ceterajn manuskri
arktostafil	PIV	木ᴬᴼ	Y	Y	1	arbust=灌木	G. (Genro) (Arctostaphylos el erikacoj) de arbustetoj, arbustoj k arbetoj kun simplaj, led
armadel	PIV	兽ᴬᴿ	Y	Y	1	dazipod=兽ᴰᶻ	1 Kn (Kolektiva nomo) de la mamuloj, apartenantaj al la fam. (familio) de dazipodedoj. 2 S
armadilidi	PIV	虾ᴬ	Y	Y	1	onisk=虾	G. (Genro) (Armadillidium) de krustacoj, parencaj al onisko.
armeri	PIV	草ᴬᴱ	Y	Y	1	herb=草	G. (Genro) (Armeria el plumbagacoj) de malaltaj, tufig^antaj plantoj - plurjaraj herboj k 
armoraci	PIV	草ᴬᴿᴹ	Y	Y	1	herb=草	G. (Genro) (Armoracia el brasikacoj) de plurjaraj herboj kun tubera radiko, kun folioj kut
arsenid	PIV	矿化	Y		1	arsen=矿	Kombinaj^o de metalo k arseno, ekz. (ekzemple) K 3 As.
arteriit	PIV	脉炎ᴬᴿ	Y		1	inflam=炎,arteri=脉ᴬ	Inflamaj lezoj de la arterioj.
arteriektomi	PIV	脉除	Y		1	arteri=脉ᴬ	Desekco de arteria fragmento.
artroz	PIV	节症	Y		1	artik=节	Neinflama kronika afekcio de la artikoj.
artrologi	PIV	节学	Y		1	artik=节	Anatomia fako pri la artikoj.
artropod	PIV	节足	Y	Y	1	artik=节,miriapod=万足	Filumo (Arthropoda) de senvertebraj animaloj, kies korpo konsistas el ringoformaj segmento
arum	PIV	草ᴬᴹ	Y	Y	1	herb=草	G. (Genro) (Arum el arumacoj) de venenaj, plurjaraj herboj kun tuberforma rizomo, portanta
arund	PIV	草ᴬᴰ	Y	Y	1	donak=草ᴰᴷ,donak=草ᴰᴷ	G. (Genro) (Arundo el poacoj), parenca al fragmito, de kanoj kun dikaj, fortikaj, 2−6 m al
arunk	PIV	草ᴬᵁ	Y	Y	1	herb=草	G. (Genro) (Aruncus el rozacoj), parenca al spireo, de nur unu sp. (A. dioicus) de granda 
arvikol	PIV	鼠ᴬᴿ	Y	Y	1	mikrot=鼠ᴹᴷ	G. (Genro) (Arvicola) de rong^uloj parencaj al mikroto, havantaj mallongajn oreloj n, fosa
askomicet	PIV	囊菌	Y		1	askomikot=囊菌ᴬᴷ	(ark. (arkaismo, arkaisme)) = askomikotoj.
askomikot	PIV	囊菌ᴬᴷ	Y		1	fung=菌,hif=菌丝,ask=囊ᴬ	Filumo (Ascomycota) de superaj fungoj, kun septaj hifoj k kun sporoj naskig^antaj interne 
aspartat	PIV	天冬盐	Y		1	sal=盐	Salo de aspartata acido, HOOC-CH 2-CH(NH 2)-COOH, unu el la 20 c^efaj aminacidoj de la pro
aspidistr	PIV	草ᴬˢᴾ	Y	Y	1	herb=草	G. (Genro) (Aspidistra el konvalacoj) de plurjaraj, dau^rafoliaj herboj kun rampa rizomo, 
aspr	PIV	粗ᴬ	Y		1	krud=粗	Prezentanta krude raspecan supraj^on
astilb	PIV	草ᴬˢᵀ	Y	Y	1	herb=草	G. (Genro) (Astilbe el saksifragacoj) de plurjaraj herboj kun multegaj, malgrandaj floroj 
astrakant	PIV	木ᴬˢᵀ	Y	Y	1	arbust=灌木	G. (Genro) (Astracantha el fabacoj) parenca al astragalo, de dornaj, ofte kusenformaj arbu
astre	PIV	菌ᴬ	Y	Y	1	gasteromicet=胃菌,fung=菌,geastr=菌ᴳ,geastr=菌ᴳ	G. (Genro) (Astraeus el astreacoj el gasteromicetoj) de fungoj, aspektantaj kiel geastroj,
atmosferografi	PIV	气志	Y		1	atmosfer=气ᴬᵀ,klimat=气候	Priskribo de la atmosfero k g^iaj influoj al la tero, ties vegetaj^oj, klimato ktp (kaj ti
atmosferologi	PIV	气学ᴬᵀ	Y		1	atmosfer=气ᴬᵀ,veter=气,meteologi=气学	Scienco pri la atmosfero k ties influoj al la vetero, esenca parto de la meteologio.
atropos	PIV	虫ᴬᴾ	Y	Y	1	akeronti=虫ᴬᴵ,raŭp=毛虫	Plej konata sp. de akerontio (Acherontia atropos), kun krani-simila desegnaj^o sur la tora
au^brieti	PIV	草ᴬᵁ̆	Y	Y	1	herb=草	G. (Genro) (Aubrietia el brasikacoj) de tre malaltaj, kvazau^ tapis^formantaj, plurjaraj h
au^k	PIV	鸟ᴬᵁ̆	Y	Y	1	uri=鸟ᵁᴿ	G. (Genro) (Alca) de N-Atlantikaj nag^birdoj el la ordo de karadriformaj, kun alta beko, p
au^kume	PIV	木ᴬᵁ	Y	Y	1	lign=木	G. (Genro) (Aucoumea el burseracoj) de nur unu sp. (A. klaineana), alta arbo el tropika U 
au^rikulari	PIV	菌ᴬᵁ̆	Y	Y	1	fung=菌	G. (Genro) (Auricularia el au^rikulariacoj) de glathimeniaj fungoj, kies pli-malpli gelate
au^tomorfi	PIV	自形	Y		1	izomorfi=等形ᴵᴵ	Izomorfio de objekto sur g^in mem.
aviceni	PIV	木ᴬᶜ	Y	Y	1	arbust=灌木,mangrov=木ᴹⱽ	G. (Genro) (Avicennia el verbenacoj) de 4−7 sp-oj (specioj) de arbustoj, log^antaj en mang
avikulari	PIV	蛛ᴬⱽ	Y	Y	1	migal=蛛	G. (Genro) (Avicularia, sin. (sinonimo (de latinscienca nomo)) Mygale) de tropikaj grandaj
avocet	PIV	鸟ᴬⱽ	Y	Y	1	bird=鸟	Sp. (Specio) (Recurvirostra avosetta) de birdo el la ordo de karadriformaj, fam. (familio)
azarol	PIV	木ᴬᶻ	Y	Y	1	kratag=木	Sp. (Specio) de kratago (Crataegus azarolus), E-Mediteranea trunkarbusto kultivata por fru
azimen	PIV	木ᴬᴵ	Y	Y	1	arbust=灌木	G. (Genro) (Asimina el anonacoj) de arbustoj k malgrandaj arboj kun beroj; 8 sp-oj (specio
azotemi	PIV	氮血	Y		1	azot=氮,sang=血	Kvanto de azotaj ekskreciaj substancoj (ureo, uratoj ktp (kaj tiel plu)) en la sango
azoturi	PIV	氮尿	Y		1	azot=氮,ure=尿素,urat=尿酸盐,urin=尿	Kvanto de azotaj ekskreciaj substancoj (ureo, uratoj ktp (kaj tiel plu)) en la urino
bakteriolog	PIV	菌学家ᴮ	Y		1	bakteriologi=菌学	Sciencisto pri bakteriologio.
bakteriofag^	PIV	菌吞ᴮᴳ̂	Y		1	bakteri=菌ᴮ,fag^=吞ᶠ	Viruso, kiu reproduktig^as en bakteria c^elo. Sin. (sinonimo) fag^o.
balanit	PIV	藤壶炎	Y		1	inflam=炎,balan=藤壶	Inflamo de la balana mukozo.
balat	PIV	木ᴮᵀ	Y	Y	1	manilkar=木ᴹᴬ,manilkar=木ᴹᴬ,guta=木ᴳᵀ	1 Sp. (Specio) de manilkaro (Manilkara bidentata, sin. (sinonimo (de latinscienca nomo)) M
balenopter	PIV	鲸翅	Y	Y	1	cetac=鲸,bart=鲸须,balen=鲸	G. (Genro) (Balaenoptera) de cetacoj kun bartoj anst. (anstatau^) dentoj k kun dorsa nag^i
balote	PIV	草ᴮᴸ	Y	Y	1	herb=草	G. (Genro) (Ballota el lamiacoj) de plurjaraj, vilaj herboj kun purpuretaj au^ blankaj flo
balzamit	PIV	菊ᴮᶻ	Y	Y	1	tanacet=菊	Sp. (Specio) de tanaceto (Tanacetum balsamita, sin. (sinonimo (de latinscienca nomo)) Bals
bambuz	PIV	竹ᴮᶻ	Y	Y	1	bambu=竹	Tipa g. (genro) (Bambusa el poacoj) de bambuoj; c^. (c^irkau^) 120 sp-oj (specioj) el trop
bangific	PIV	藻藻ᴮ	Y	Y	1	bangi=藻ᴮ,porfur=藻ᴾ	Klaso (Bangiophyceae el rodofitoj) de rug^algoj lau^strukture relative simplaj, unuc^elaj,
bangiofic	PIV	藻藻ᴮᴼ	Y	Y	1	bangi=藻ᴮ,porfur=藻ᴾ	Klaso (Bangiophyceae el rodofitoj) de rug^algoj lau^strukture relative simplaj, unuc^elaj,
barbare	PIV	草ᴮᴮ	Y	Y	1	herb=草	G. (Genro) (Barbarea el brasikacoj) de du-k plur-jaraj herboj kun flavaj floroj en apeksaj
batometri	PIV	深测	Y		1	mezur=测,profund=深	Scienco pri la mezuro de la profundoj.
bau^hini	PIV	木ᴮᵁ̆	Y	Y	1	arbust=灌木	G. (Genro) (Bauhinia el fabacoj) de c^. (c^irkau^) 300 sp-oj (specioj) de tropikaj arboj, 
bazament	PIV	基ᴮᴹ	Y		1	baz=基	Ampleksa bazo de monumento, palaco, granda konstruaj^o ks (kaj simile, kaj similaj).
bazidimicet	PIV	担子菌	Y		1	bazidimikot=担子菌ᴮᴷ	Precipa klaso (Basidiomycetes) de la bazidimikotoj.
bazidiomicet	PIV	担子菌ᴮᴼ	Y		1	bazidimikot=担子菌ᴮᴷ	Precipa klaso (Basidiomycetes) de la bazidimikotoj.
bazidimikot	PIV	担子菌ᴮᴷ	Y		1	fung=菌,agarik=菌,likoperd=菌ᴸᴷ,tremel=菌ᵀᴹ,ustilag=菌ᵁᵀ	Filumo (Basidiomycota) de superaj fungoj bazidihavaj; c^. (c^irkau^) 16 000 sp-oj (specioj
bazidiomikot	PIV	担子菌ᴮᶻ	Y		1	fung=菌,agarik=菌,likoperd=菌ᴸᴷ,tremel=菌ᵀᴹ,ustilag=菌ᵁᵀ	Filumo (Basidiomycota) de superaj fungoj bazidihavaj; c^. (c^irkau^) 16 000 sp-oj (specioj
bazili	PIV	草ᴮᶻ	Y	Y	1	ocim=草ᴼ,herb=草	Sp. (Specio) de ocimo (Ocimum basilicum), unujara, bonodora herbo, kies fres^aj au^ sekigi
bekabung	PIV	草ᴮᴷ	Y	Y	1	veronik=草ⱽᴺ,herb=草	Sp. (Specio) de veroniko (Veronica beccabunga), plurjara, akveja herbo kun pli-malpli kus^
bemeri	PIV	草ᴮᴱ	Y	Y	1	herb=草,rami=草ᴿᴹ	G. (Genro) (Boehmeria el urtikacoj) de plurjaraj herboj, arbustoj k arboj, monoikaj au^ di
benzinometr	PIV	汽油计	Y		1	benzin=汽油	En veturilo, indikilo pri la nivelo de la benzino.
beret	PIV	帽ᴮᴱ	Y		1	ĉap=帽,biret=帽	Ronda plata c^apo el drapo, uzata origine de eu^skaj kampuloj, k poste de diverslandaj lab
bernikl	PIV	鸟ᴮᴿ	Y	Y	1	bird=鸟	Sp. (Specio) (Branta bernicla) de relative malgranda, arkta birdo el la ordo de anseroform
bertoleti	PIV	木ᴮᴿ	Y	Y	1	lecitid=木ᴸᶜ	G. (Genro) (Bertholletia el lecitidacoj) de nur unu sp. (B. excelsa) de arbo el tropika S 
biskutel	PIV	草ᴮᵁ	Y	Y	1	herb=草	G. (Genro) (Biscutella el brasikacoj) de c^. (c^irkau^) 40 sp-oj (specioj) de unu-k plur-j
bismutat	PIV	金盐ᴮ	Y		1	sal=盐,bismut=金	Salo de bismuta acido, HBiO 3 au^ H 3 BiO 4.
bistort	PIV	草ᴮᵀ	Y	Y	1	herb=草	Sp. (Specio) de poligono vs (vastasence) (Persicaria bistorta, sin. (sinonimo (de latinsci
blapt	PIV	虫ᴮᴾ	Y	Y	1	insekt=虫	G. (Genro) (Blaps) de insektoj el la ordo de koleopteroj, kiuj eliras precipe nokte; ne ma
blastomicet	PIV	胚菌	Y	Y	1	fung=菌,fung=菌	G. (Genro) (Blastomyces) de mitozosporaj fungoj.
bleti	PIV	兰ᴮ	Y	Y	1	orkide=兰	G. (Genro) (Bletia el orkidacoj) de plurjaraj terlog^aj orkideoj kun plursegmentaj tuberoj
bobolink	PIV	鸟ᴮᴮ	Y	Y	1	bird=鸟	Sp. (Specio) (Dolichonyx oryzivorus) de birdo el la ordo de paseroformaj, multkolora kun f
bomben	PIV	蛙ᴮᴹ	Y	Y	1	bombinator=蛙ᴮᵀ	G. (Genro) (Bombina, sin. (sinonimo (de latinscienca nomo)) Bombinator) de malgrandaj Eu^r
bombicil	PIV	鸟ᴮᴹ	Y	Y	1	bird=鸟,bird=鸟	G. (Genro) (Bombycilla) de birdoj el la ordo de paseroformaj birdoj, kun silkeca plumaro t
bombinator	PIV	蛙ᴮᵀ	Y		1	bomben=蛙ᴮᴹ	(ark. (arkaismo, arkaisme)) = bombeno.
bonazi	PIV	鸟ᴮᶻ	Y	Y	1	bird=鸟,lagop=鸟ᴸᴳ,tetraon=鸟	Sp. (Specio) (Bonasa bonasia, sin. (sinonimo (de latinscienca nomo)) Tetrastes b.) de bird
bonit	PIV	鱼ᴮᴺ	Y	Y	1	fiŝ=鱼	Kn (Kolektiva nomo) de diversaj, ne tre grandaj sp-oj (specioj) de fis^oj el la fam. (fami
bops	PIV	鱼ᴮᴾ	Y	Y	1	fiŝ=鱼	Fis^o (unuspecia g. (genro) Boops boops) el la ordo de perkoformaj, kun grandaj okuloj k m
borat	PIV	矿盐	Y		1	sal=盐	Salo de borata acido, H 3 BO 3.
bosveli	PIV	木ᴮˢ	Y	Y	1	lign=木	G. (Genro) (Boswellia el burseracoj) de balzamaj arboj kun nepare kunmetaj folioj k kun fl
botrit	PIV	菌ᴮᴿ	Y	Y	1	fung=菌	G. (Genro) (Botrytis) de mikroskopaj, neperfektaj fungoj kun unuc^elaj konidioj arig^intaj
botrop	PIV	蛇ᴮ	Y	Y	1	serpent=蛇,krotal=蛇	G. (Genro) (Bothrops) de venenaj serpentoj, vivantaj en tropika Ameriko, parencaj al krota
boviste	PIV	菌ᴮⱽ	Y	Y	1	likoperd=菌ᴸᴷ	G. (Genro) (Bovista el likoperdacoj) de bazidifungoj kun globforma, ferma bazidiujo tute s
bri	PIV	苔ᴮ	Y	Y	1	musk=苔	G. (Genro) (Bryum el briacoj) kosmopolita de c^. (c^irkau^) 1 050 sp-oj (specioj) de musko
brifit	PIV	苔植	Y		1	musk=苔	Filumo, ampleksanta la muskojn k hepatmuskojn; c^. (c^irkau^) 22 000 sp-oj (specioj) el 1 
bromeli	PIV	草ᴮᴵ	Y	Y	1	herb=草	G. (Genro) (Bromelia el bromeliacoj) de plurjaraj herboj kun mallonga tigo, kiu portas den
bromus	PIV	草ᴮˢ	Y	Y	1	herb=草,gres=牧草	G. (Genro) (Bromus el poacoj) de herboj unu-k plur-jaraj, kun spiketoj en simpla au^ branc
bronkoskop	PIV	支镜	Y		1	bronk=支ᴮ	Aparato, por esplorrigardi la internon de la bronkoj.
bronkoskopi	PIV	支镜ᴮᴵ	Y		1	bronkoskop=支镜	Esplorado per bronkoskopo.
brosm	PIV	鱼ᴮᴹ	Y	Y	1	fiŝ=鱼	Mara fis^o (unuspecia g. (genro) Brosme brosme) el la ordo de gadoformaj, fam. (familio) d
brum	PIV	雾ᴮ	Y		1	nebul=雾	Malklarig^o de la atmosfero pro akva vaporo, kun vidodistanco de pli ol 1 km (kilometro). 
brunel	PIV	草ᴮᴺ	Y	Y	1	herb=草	G. (Genro) (Prunella, sin. (sinonimo (de latinscienca nomo)) Brunella, el lamiacoj) de 4 s
brunfelsi	PIV	木ᴮᶠ	Y	Y	1	arbust=灌木	G. (Genro) (Brunfelsia el solanacoj) de dau^rafoliaj arboj k arbustoj kun alternaj, ledeca
bucer	PIV	鸟ᴮᶜ	Y	Y	1	bird=鸟,bird=鸟	G. (Genro) (Buceros) de birdoj el la fam. (familio) de upupedoj, vivantaj en SE Azio, kara
bufag	PIV	鸟ᴮᶠ	Y	Y	1	bird=鸟	G. (Genro) (Buphagus) de Afrikaj birdoj el la ordo de paseroformaj, fam. (familio) de stur
bufon	PIV	丑ᴮ	Y		1	arleken=丑,histrion=丑,klau^n=丑,pajac=丑	Persono, ordinare misforma (nano, g^ibulo ks (kaj simile, kaj similaj)), kiun reg^oj au^ n
buftalm	PIV	菊ᴮᶠ	Y	Y	1	aster=菊	G. (Genro) (Buphthalmum el asteracoj) de plurjaraj herboj kun flavaj, radiaj kapituloj sim
bugenvil	PIV	木ᴮⱽ	Y	Y	1	arbust=灌木	G. (Genro) (Bougainvillea el niktagacoj) de grimpaj arbustoj kun pli-malpli dornaj tigoj, 
bukorak	PIV	鸟ᴮᴷ	Y		1	bucer=鸟ᴮᶜ	(ark. (arkaismo, arkaisme)) = bucero.
bungar	PIV	蛇ᴮᴺ	Y	Y	1	serpent=蛇,serpent=蛇,krajt=蛇ᴷᴿ	G. (Genro) (Bungarus) de serpentoj el la fam. (familio) de elapedoj, vivantaj en S Azio, s
bupleu^r	PIV	伞ᴮ	Y	Y	1	umbel=伞	G. (Genro) (Bupleurum el apiacoj) de plantoj - unu-, du-k plur-jaraj herboj k tufarbustoj 
buprest	PIV	虫ᴮᵀ	Y	Y	1	insekt=虫	Insekto (Buprestis k parencaj g-oj (genroj)) el la ordo de koleopteroj; vivas precipe en v
bursit	PIV	囊炎	Y		1	inflam=炎,burs=囊ᴮ	Inflamo de seroza burso.
burser	PIV	木ᴮᵁ	Y	Y	1	arbust=灌木	G. (Genro) (Bursera el burseracoj) de falfoliaj arboj k arbustoj kun tre odora suko ric^a 
buterometr	PIV	黄油计	Y		1	buter=黄油	Aparato, por difini la entenon de butero je graso.
butom	PIV	草ᴮᴹ	Y	Y	1	herb=草	G. (Genro) (Butomus el butomacoj) de nur unu sp. (B. umbellatus), plurjara herbo kun longa
cece	PIV	虫ᶜ	Y	Y	1	glosin=虫ᴳᴺ	Vulgara nomo de la glosino.
cecidomi	PIV	虫ᶜᴰ	Y	Y	1	insekt=虫,larv=幼虫	Insekto (Cecidomyia k parencaj g-oj (genroj)) el la ordo de dipteroj, iom parenca al kulo;
cedrel	PIV	木ᶜᴰ	Y	Y	1	ailant=木,lign=木	G. (Genro) (Cedrela el meliacoj) de arboj similaj al ailanto, kun longaj plume kunmetaj fo
ceib	PIV	木ᶜ	Y	Y	1	baobab=木,bombak=木棉ᴮ	G. (Genro) (Ceiba el bombakacoj) de tropikaj falfoliaj arboj, parenca al baobabo k bombako
celastr	PIV	木ᶜᵀ	Y	Y	1	evonim=木	G. (Genro) (Celastrus el celastracoj) de tropikaj k subtropikaj lianoj kun fruktoj similaj
celtid	PIV	木ᶜᴸ	Y	Y	1	lign=木	G. (Genro) (Celtis el ulmacoj) de arboj k trunkarbustoj, fal-au^ dau^ra-foliaj, g^enerale 
cenobit	PIV	僧ᶜ	Y		1	monah^=僧	Monah^o vivanta en komunumo, kontraste al anakoreto
centau^ri	PIV	草ᶜᵁ̆	Y	Y	1	herb=草,eritre=草ᴱᵀ	G. (Genro) (Centaurium el gencianacoj) de unu-, du-k plur-jaraj herboj kun integraj, senpe
centrant	PIV	草ᶜᴱ	Y	Y	1	herb=草	G. (Genro) (Centranthus el valerianacoj) de unu-, du-k plur-jaraj herboj, kies floroj, cum
cepol	PIV	鱼ᶜ	Y	Y	1	fiŝ=鱼	G. (Genro) (Cepola) de maraj fis^oj el la ordo de perkoformaj, kiuj havas tre malgrandajn 
cerambik	PIV	虫ᶜᴹ	Y	Y	1	insekt=虫	G. (Genro) (Cerambyx) de insektoj el la ordo de koleopteroj, kun tre longaj antenoj, vivan
cerast	PIV	蛇ᶜ	Y	Y	1	serpent=蛇	G. (Genro) (Cerastes) de malgrandaj N-Afrikaj k SU-Aziaj serpentoj el la fam. (familio) de
cerasti	PIV	草ᶜˢ	Y	Y	1	herb=草	G. (Genro) (Cerastium el kariofilacoj) de unu-k plur-jaraj herboj malgrandaj, g^enerale vi
cercid	PIV	木ᶜᴿ	Y	Y	1	lign=木	G. (Genro) (Cercis el fabacoj) de falfoliaj arboj k trunkarbustoj kun rozaj, violetaj au^ 
cerkari	PIV	虫ᶜᴿ	Y	Y	1	larv=幼虫,fasciol=虫	Vostohava larvo de iuj trematodoj, i.a. (interalie, inter aliaj) fasciolo.
certi	PIV	鸟ᶜᴿ	Y	Y	1	bird=鸟	G. (Genro) (Certhia) de birdoj el la ordo de paseroformaj, kun longa, kurba beko, grimpant
cestr	PIV	木ᶜˢ	Y	Y	1	arbust=灌木	G. (Genro) (Cestrum el solanacoj) de staraj au^ grimpaj arbustoj kun alternaj, simplaj fol
ceterak	PIV	羊齿ᶜ	Y	Y	1	aspleni=羊齿ᴬˢ,filik=羊齿	Sp. (Specio) de asplenio (Asplenium ceterach), filiko kun longformaj, plume sed alterne kv
cetoni	PIV	虫ᶜᵀ	Y	Y	1	insekt=虫	G. (Genro) (Cetonia) de insektoj el la ordo de koleopteroj, parenca al skarabo; la sp-oj (
cezalpini	PIV	木ᶜᶻ	Y	Y	1	lign=木	G. (Genro) (Caesalpinia el fabacoj) de arboj k trunkarbustoj kun plejofte dornaj branc^oj,
cianat	PIV	青盐	Y		1	sal=盐	Salo au^ organika derivaj^o de cianata acido HOCN.
cicindel	PIV	虫ᶜᶜ	Y	Y	1	insekt=虫,larv=幼虫	G. (Genro) (Cicindela) de insektoj el la ordo de koleopteroj, kiuj havas longan, mallarg^a
cikadomorf	PIV	蝉形	Y	Y	1	cikad=蝉	Subordo (Cicadomorpha) de insektoj el la ordo de hemipteroj, ampleksanta i.a. (interalie, 
ciklometr	PIV	环计	Y		1	taksimetr=车计	Instrumento por mezuri c^e rado la iritan vojlongon. Vd hodometro, taksimetro, kilometrilo
cimbalari	PIV	草ᶜᴹ	Y	Y	1	linari=草ᴸᴺ	G. (Genro) (Cymbalaria el skrofulariacoj), parenca al linario, diferenca de g^i i.a. (inte
cimbopogon	PIV	草ᶜᴮ	Y	Y	1	herb=草,andropogon=草ᴬᴺᴰ	G. (Genro) (Cymbopogon el poacoj) de plurjaraj, aromaj herboj ric^aj je esencoj (geraniolo
cimicifug	PIV	草ᶜᶜ	Y	Y	1	akte=草ᴬᵀ,herb=草	G. (Genro) (Cimicifuga el ranunkolacoj), tre parenca al akteo, de staraj, plurjaraj herboj
cinar	PIV	草ᶜᴺ	Y	Y	1	herb=草	G. (Genro) (Cynara el asteracoj) de plurjaraj herboj kun rozeto el suprendirektaj, grandaj
cinerari	PIV	菊ᶜᴺ	Y	Y	1	seneci=菊,seneci=菊	1 Hibrido (Pericallis × (hibrido (en latinscienca nomo)) hybrida el asteracoj), plurjara h
cinkl	PIV	鸟ᶜᴺ	Y	Y	1	bird=鸟	G. (Genro) (Cinclus) de birdoj el la ordo de paseroformaj, kun mallongaj vosto k flugiloj 
cinodont	PIV	草ᶜᴰ	Y	Y	1	herb=草	G. (Genro) (Cynodon el poacoj) kosmopolita de 8 sp-oj (specioj) de plurjaraj, rizomaj herb
cinoglos	PIV	草ᶜᴳ	Y	Y	1	herb=草	G. (Genro) (Cynoglossum el boragacoj) de unu-k precipe du-k plur-jaraj herboj pli-malpli h
cinozur	PIV	草ᶜᶻ	Y	Y	1	herb=草,gazon=草坪	G. (Genro) (Cynosurus el poacoj) de unu-k plur-jaraj herboj kun spiketoj duspecaj (floroha
circe	PIV	草ᶜᴿ	Y	Y	1	herb=草	G. (Genro) (Circaea el onagracoj) de plurjaraj herboj kun subteraj stolonoj, kun staraj ti
cirkaet	PIV	鸟ᶜᵀ	Y	Y	1	cirku=鸟ᶜᵁ	G. (Genro) (Circaetus) de rabobirdoj (el la fam. (familio) de akcipitredoj) kun strigosimi
cirku	PIV	鸟ᶜᵁ	Y	Y	1	bird=鸟	G. (Genro) (Circus) de birdoj el la ordo de falkoformaj, fam. (familio) de akcipitredoj, s
cirsi	PIV	菊ᶜᴿ	Y	Y	1	kardu=菊ᴷᴿ,kardu=菊ᴷᴿ	G. (Genro) (Cirsium el asteracoj) de unu-, du-k plur-jaraj herboj kun g^enerale dornaj tig
cistopterid	PIV	羊齿ᶜˢ	Y	Y	1	filik=羊齿,pterid=羊齿	G. (Genro) (Cystopteris el driopteridacoj) de malgrandaj filikoj kun 2−4-oble plume divida
citolog	PIV	胞学家	Y		1	citologi=胞学ᶜ	Specialisto pri citologio.
citologi	PIV	胞学ᶜ	Y		1	ĉel=胞,c^elologi=胞学	Scienco pri la strukturo k funkciado de la c^eloj. Sin. (sinonimo) c^elologio.
citoplasm	PIV	胞浆	Y		1	plasm=浆	C^elplasmo. Vd plasmo.
citotrop	PIV	胞向	Y		1	ĉel=胞	Afina al la c^eloj
citrat	PIV	柑盐	Y		1	sal=盐,citrus=柑	Salo de citrata acido, HOOC-C(OH)(CH 2-COOH)-CH 2-COOH, abunda en la fruktoj de la g. (gen
