root	kanji	gloss
mend	订	{Ｂ}［他］注文する,あつらえる,予約する
abon	订	予約の
mensog	谎	嘘の,偽りの,虚偽の,>>malvera
mien	容	［自］顔つきをしている;（〜のように）見える,>>aspekti
minac	胁	威嚇的な,脅しの;（状況が）険悪な
naĝ	游	(基本形gloss無)
turism	游	観光の
ekskurs	游	{Ｂ}［自］遠足する;（話が）脇道へそれる
najbar	邻	隣の,近所の;近くの
nep	孙	{Ｂ}孫
nev	侄	{Ｂ}おい（甥）
oft	常	たびたびの,頻繁に起こる;いつもの,よくある
nord	北	北の;北部の,北方の,><suda
okcident	西	西の,西方の,西部の;西洋の
ole	油	油の;油性の,油を含んだ
petrol	油	石油の
ond	波	波の,波状の
orient	东	東の,東方の,東部の;東洋の
ost	骨	骨の;骨でできた;骨ばった
skelet	骨	骨格の,骨組みの;大筋の,概略の;がりがりにやせた
toler	忍	寛容に;我慢して
pacienc	忍	{Ｂ}我慢強い,辛抱強い;根気のよい
pantalon	裤	{Ｂ}【服】ズボン,スラックス,パンツ
kalson	裤	{Ｂ}【服】パンツ,トランクス（下着）
past	糊	{Ｂ}【料】ペースト,ねり粉,生地;ペースト状のもの
pel	驱	{Ｂ}［他］追う,追いたてる;追いかける;（状態に）駆り立てる,追いやる;【機】駆動する
pentr	描	{Ｂ}［他］（色彩画を）描く;《転》（言葉で）描写する;思い描く
pik	刺	刺すような,ピリッとした
dorn	刺	とげのある,いばらの;《転》苦難の
pilk	球	{Ｂ}【遊】ボール,球（たま）,まり;（スポイトなどの）ゴム球
glob	球	球体の,球の;球形の,球状の
sfer	球	球面の;球の,球状の,>>globa
bulb	球	{Ｂ}【植】球根,りん茎;【料】玉ねぎ,=>cepo;《転》球根状のもの;【解】球（きゅう）
balon	球	{Ｂ}気球;風船,=baloneto;【化】球形フラスコ
futbal	球	【運】サッカー,=piedpilko
pint	尖	先端の,頂点の;先のとがった
plant	植	{Ｂ}［他］植える,植え付ける;（地面に差し込んで）立てる
botanik	植	植物学の,植物の,>>vegetala
vegetal	植	植物の,=vegetaj^a
pom	苹	リンゴの
pont	桥	{Ｂ}橋;【海】船橋,ブリッジ;【楽】（弦を支える）駒（こま）;《転》懸け橋,橋渡し
praktik	践	実地の,実践的な;実際的な,実用的な;実用向きの,便利な,役に立つ
preciz	准	{Ｂ}精密な,正確な,明確な,的確な
akurat	准	{Ｂ}時間厳守の
preĝ	祈	(基本形gloss無)
premi	奖	［他］賞を与える
pres	印	印刷の
stamp	印	［他］スタンプを押す,消印を押す;刻印する;《転》刻み込む;《転》特徴づける
sigel	印	［他］印を押す,捺印する,調印する;封をする,封印する;《転》保証する,確定する,確実にする
impres	印	印象深い,感銘を与える,感動的な
prez	价	{Ｂ}価格,値段,定価
tarif	价	［他］料金を定める,価格を決める;関税をかける
progres	进	{Ｂ}［自］進歩する,向上する,上達する;進行する,前進する
import	进	輸入の
pun	罚	罰の,懲罰の,刑罰の
rad	轮	車輪の;車輪のついた
regul	规	正規の,規則にかなった;規則正しい,規則的な,定期的な
cirkel	规	［他］コンパスで描く,コンパスで測る
preskrib	规	{Ｂ}［他］（法などが）命じる,規定する;【医】処方する,=recepti
rekomend	荐	推薦の
respekt	敬	敬意のこもった,うやうやしい,丁重な
pi	敬	{Ｂ}信心深い,敬虔（けいけん）な
ret	网	網の,網状の;ネットワークの,インターネットの
tenis	网	［自］テニスをする
rifuz	拒	{Ｂ}［他］拒絶する,拒否する,拒む,断る,辞退する,〜しようとしない
rilat	关	関係の,関連ある
dogan	关	{Ｂ}関税,=limimposto,>>akcizo;税関
ripar	修	{Ｂ}［他］修理する,修繕する;《転》回復する,償う,>>rebonigi
riproĉ	责	(基本形gloss無)
sal	盐	塩の;塩味の,塩辛い;塩を含んだ
sankt	圣	{Ｂ}【宗】神聖な,聖なる;《転》尊重すべき,神聖不可侵の
sap	皂	=sapumi（石けんをぬる）
sav	救	救いの,救助の
scienc	科	科学の,科学的な
sekci	科	{Ｂ}部,課,部門,部会,セクション,>>fako;（文書の）節,段,（バス路線などの）区間
sekret	秘	秘密の,内密の,内緒の
sekretari	秘	書記の,事務局の;秘書の
konfidenc	秘	内密の,内緒の;腹心の,信任の厚い
vic	列	列になって,順に並んで
seri	列	連続した,一連の;【電】直列の;【情】シリアルの,>>paralela
sezon	季	季節の,季節的な
sign	符	［他］しるしをつける,（しるしで）示す;合図する
simbol	符	象徴の,象徴的な;記号を用いる
skatol	盒	{Ｂ}手箱,箱,筒,缶;容器,ケース
kased	盒	{Ｏ}カセット,カセットテープ
soif	渴	のどの渇いた;渇望している
soldat	兵	{Ｂ}兵士,軍人
special	特	{Ｂ}特別の,特殊な,専門の,>>aparta,>>faka
ekstr	特	{Ｏ}特別の,格別の,余分の,臨時の,>>aldona
specif	特	特定の;固有の,特有の;【理】比〜
trajt	特	{Ｂ}（〜oj）顔立ち,目鼻立ち;特色,特徴
karakteriz	特	(基本形gloss無)
spez	兑	{Ｂ}［他］出納する
ŝrank	柜	(基本形gloss無)
strang	奇	{Ｂ}奇妙な,変な,不思議な,おかしい,異様な,>>bizara,>>kurioza,>>originala,>>ekstr
kurioz	奇	{Ｂ}珍しい,奇妙な,好奇心をそそる
mirakl	奇	奇跡の,奇跡的な
streĉ	紧	(基本形gloss無)
ŝtrump	袜	(基本形gloss無)
ŝu	鞋	(基本形gloss無)
subit	突	{Ｂ}突然の,不意の,急な
impet	突	勢いのある,衝動的な
sud	南	南の;南部の,南方の,><norda
antarkt	南	【地理】南極の,=sudpolusa,><arkta
sup	汤	{Ｂ}【料】スープ
tol	布	リンネル製の;布製の
ŝtof	布	(基本形gloss無)
trem	颤	{Ｂ}［自］震える,身震いする;揺れる,揺れ動く,震動する;恐れる,びくびくする
tromp	骗	いつわりの,ごまかしの,欺瞞的,見せかけの
fripon	骗	いかさまの,ずる賢い
mistifik	骗	{Ｂ}［他］煙にまく,かつぐ,迷わす,>>trompi
tuk	巾	{Ｂ}（用途に合わせて切った）布,布切れ
val	谷	{Ｂ}【地理】谷,谷間,渓谷;流域,=baseno;【建】（屋根の）谷
gren	谷	{Ｂ}穀物
vang	颊	{Ｂ}【解】ほお;【機】側板
viand	肉	{Ｂ}【料】肉,食肉,>>karno
karn	肉	肉の,肉体の;生身の,人間の
viŝ	拭	(基本形gloss無)
vund	伤	傷の,けがの
fos	掘	{Ｂ}［他］掘る;発掘する;《転》（問題などを）掘り下げる
muel	磨	{Ｂ}［他］（ひきうすなどで）挽く,粉にする,細かく砕く;押しつぶす
polur	磨	［他］磨く,研磨する,つやを出す;《転》洗練する,推敲する
ŝarĝ	载	(基本形gloss無)
akcident	祸	事故の;偶発的な
arme	军	{Ｂ}軍隊;〜軍;《転》大群
kler	文	{Ｂ}教養ある,学識のある
tekst	文	［自］〜と書いてある
artikol	文	{Ｂ}記事;条項;【法】（法令の）条,>>paragrafo;【Ｇ】冠詞
literatur	文	文学の,文芸の
aspekt	显	外見上
evident	显	{Ｂ}明白な,自明の
babil	聊	{Ｂ}［自］雑談する,おしゃべりする
bilet	票	{Ｂ}切符,券
ĉek	票	(基本形gloss無)
balot	票	{Ｂ}［自］投票する,票決する
blind	盲	{Ｂ}盲目の;《転》盲目的な（差別的表現なので避けるべき）,=>senkritika,=>malprudenta
ĉarm	魅	(基本形gloss無)
centr	央	中心の,中央の
central	央	{Ｂ}中央施設,本部,=centrejo;【電】発電所;【通】電話交換局
des	愈	(基本形gloss無)
detru	毁	破壊的な
difekt	损	{Ｂ}［他］損なう,だめにする;傷つける
damaĝ	损	(基本形gloss無)
kompromit	损	危険な,累を及ぼすような,巻き添えにする
diligent	勤	{Ｂ}勤勉な
diskut	论	{Ｂ}［自］討議する,議論する,>>debati,>>disputi,>>polemiki
teori	论	理論的な,理論上の
ese	论	小論,評論;エッセー,随筆
kontrol	检	検査の,点検の
ekzamen	检	{Ｂ}［他］調べる,検査する,検討する;試験する;（容疑者を）取り調べる
inspektor	检	{Ｂ}査察官,=inspektisto;【劇】舞台監督,>>reg^isoro
ekzerc	练	{Ｂ}［他］訓練する,練習させる,>>disciplini,>>hardi
elektr	电	電気の;電動の
pil	电	{Ｂ}【電】電池,パイル
bateri	电	{Ｏ}【電】バッテリー,電池;【軍】砲兵中隊
elektronik	电	電子工学の,電子式の
embaras	窘	邪魔な,厄介な,煩わしい,>>g^ena
epok	纪	{Ｂ}時代;【地質】世,>>periodo（紀）,>>erao（代）,>>ag^o（期）
esplor	探	{Ｂ}［他］探検する,踏査する;調査する,探究する,研究する;【医】診査する,（精密）検査する;【法】審理する
tabel	表	{Ｂ}表,一覧表,目録,数表;【史】=tabuleto（書字板）
list	表	［他］リストを作る,一覧表にする
esprim	表	{Ｂ}［他］表現する,示す,言い表す,>>eldiri
etat	表	{Ｂ}明細表,報告書,リスト
reprezent	表	(基本形gloss無)
etaĝ	层	(基本形gloss無)
tavol	层	［自］層になっている
etend	伸	{Ｂ}［他］伸ばす;（手を伸ばして）差し出す;（金属を）延ばす;広げる,拡張する
etern	永	{Ｂ}永遠の,永久の,不朽の,不滅の
evolu	展	{Ｂ}［自］進化する,発展する;進展する,変遷する
ekspozici	展	［他］陳列する,展示する,=eksponi
fald	折	{Ｂ}［他］折りたたむ
rabat	折	割引で,値引きして
fand	熔	{Ｂ}［他］（熱で）溶かす;鋳造（ちゅうぞう）する
favor	利	{Ｂ}好意的な;有利な,好都合な
profit	利	利益の,得な;有益な,ためになる
interez	利	【経】利子,利息,金利,=rentumo;利潤
feri	假	休日の
fianĉ	婚	(基本形gloss無)
flam	焰	炎の,炎をあげる;炎のような,激しい
fulm	闪	稲妻の
flagr	闪	{Ｂ}［自］（炎・光が）揺らぐ,揺らめく;明滅する;はためく
glit	滑	つるつるした,ぬるぬるした;=glitiga
ski	滑	［自］【運】スキーをする
glat	滑	{Ｂ}なめらかな,すべすべした;《転》平らな;《転》人当たりのよい
grad	度	段階的な;程度の
skal	度	{Ｂ}尺度,目盛,縮尺;《転》規模,スケール;【楽】=gamo（音階）
ĝu	享	(基本形gloss無)
gust	味	［自］味がする
haven	港	{Ｂ}港,港湾;《転》避難所,休息所
hezit	犹	{Ｂ}［自］ためらう,躊躇（ちゅうちょ）する
hotel	馆	{Ｂ}ホテル,旅館
muze	馆	{Ｂ}博物館;美術館;収蔵品,収集品
humil	谦	{Ｂ}謙虚な,控えめな;卑下した
modest	谦	{Ｂ}控えめな,謙虚な,慎み深い;質素な,地味な,ささやかな
pasi	情	情熱的な,熱烈な
humor	情	気質の;機嫌のよい
emoci	情	感情の;感動的な,感情的な,>>kortus^a
jup	裙	{Ｂ}【服】スカート
karakter	格	性格の;個性的な
kav	洞	中空の,空洞の,くぼんだ
kavern	洞	洞穴の;【医】空洞のある
grot	洞	{Ｂ}（小規模の，人工の）洞穴（ほらあな）,洞窟（どうくつ）,>>kaverno
komunik	传	{Ｂ}［他］伝える,伝達する,知らせる
legend	传	伝説の,伝説的な
propagand	传	宣伝の,普及の;布教の
vad	涉	{Ｂ}［自］（水・泥・積雪などの中を）歩く,歩いて行く
koncern	涉	話題となっている,当の;関係のある
kongres	会	大会の
asemble	会	{Ｂ}（協議のための）総会,集会,会議;（地方自治体の）議会
konferenc	会	［自］会議を催す
konsider	虑	{Ｂ}［他］考慮する,考察する;考慮に入れる;（〜と）見なす
konsol	慰	慰めの,慰めを与える
krud	粗	{Ｂ}生の,未加工の;粗野な,荒々しい
kudr	缝	{Ｂ}［他］縫う,縫い合わせる
esenc	质	本質的な;必須の,不可欠な
materi	质	物質の;物質的な,物的な
kvalit	质	質の;質的な
substanc	质	物質の;実質的な,>>esenca;実体的な
kvant	量	量の
litr	升	{Ｂ}【単】リットル（容積の単位）
lu	租	{Ｂ}［他］賃借する,（料金を払って）借りる
farm	租	{Ｂ}［他］小作する,（農地を）賃借りする
rent	租	{Ｂ}地代,賃貸料;金利収入
luks	奢	ぜいたくな,豪奢（ごうしゃ）な,華美な
magazen	仓	{Ｂ}（商品などの）倉庫;大商店,百貨店;（銃の）弾倉,（カメラの）マガジン
mantel	披	{Ｂ}【服】マント,外套,コート,ケープ;【建】マントルピース;《転》覆い隠すもの
metr	米	メートル（法）の
riz	米	{Ｂ}【植】イネ（稲）（種）;《般》米（粒）;【料】米飯,ライス
mild	柔	{Ｂ}温和な,優しい,穏やかな,もの柔らかな
tener	柔	{Ｂ}優しい,愛情のこもった,>>karesema
mizer	惨	悲惨な,みじめな,あわれな;貧しい,みすぼらしい;くだらない,つまらない,下劣な
mor	俗	{Ｂ}風俗,慣習,風習,習わし,>>kutimo
vulgar	俗	{Ｏ}通俗の,日常の,ありふれた;卑俗な,=triviala
murmur	咕	{Ｂ}［自］つぶやく,ざわめく;ぶつくさ言う
mut	哑	{Ｂ}唖（おし）の,口のきけない;無言の,押し黙った
nebul	雾	霧の,霧のかかった;かすんだ,不明瞭な,曖昧（あいまい）な
nest	巢	［自］巣を構える,巣を作る;（巣に）すんでいる
nud	裸	{Ｂ}裸の;むき出しの;飾りのない
nutr	养	滋養の,栄養のある
bred	养	{Ｂ}［他］【農】飼育する;育種する,品種改良する
vart	养	{Ｂ}［他］保育する,養育する,育てる;《転》（大事に）はぐくむ;（機械などを）保守する
oportun	便	{Ｂ}便利な,使いやすい;好都合な,時宜を得た
oranĝ	橙	(基本形gloss無)
origin	源	起源の,原初の,元来の
ornam	饰	飾りの,装飾の
dekoraci	饰	［他］（部屋・建物・場所を）装飾する
pal	苍	{Ｂ}（顔が）青ざめた,青白い,血の気のない;色の薄い,光の弱い;《転》生気のない
scen	场	{Ｂ}【劇】場;《転》場面,光景,シーン;《古》=scenejo
plac	场	{Ｂ}広場;空き地
politik	政	政治の,政策の;政治的な,政策的な
potenc	力	強力な,威力のある;有力な,権力のある,強大な
privat	私	{Ｂ}私的な,私の,非公式な;私立の,私有の
protest	抗	{Ｂ}［自］抗議する,異議を唱える,反対を表明する;［他］【商】（手形の）支払を拒絶する
rezist	抗	抵抗の
protestant	抗	(基本形gloss無)
prudent	慎	{Ｂ}良識的な,賢明な,分別のある;慎重な,用心深い,思慮深い
radik	根	根の;《転》根本的な,根源的な;【植】根生の;【Ｇ】語根の;【数】根の
rajd	骑	馬に乗って;馬乗りに
rel	轨	{Ｂ}【鉄】レール,軌条;（手すりや柵の）横棒,横木
restoraci	餐	{Ｂ}レストラン,料理店,食堂
ring	环	{Ｂ}輪,環;指輪;《転》環状のもの
cikl	环	周期的な,循環の
cirkul	环	{Ｂ}［自］循環する;（人や車が）往来する;（商品などが）流通する
bracelet	环	{Ｂ}【服】腕輪,ブレスレット
ruz	狡	{Ｂ}ずるい,悪賢い,狡猾な,抜け目ない
sabl	沙	砂の,砂でできた
sekund	秒	{Ｂ}秒（時間・角度の単位）
soci	社	社会の,社会的な;社会生活を営む
klub	社	{Ｂ}クラブ,会,結社
social	社	{Ｂ}社会的な;社会福祉の
societ	社	会の,団体の,仲間内の;社交界の
sonĝ	梦	(基本形gloss無)
spac	空	{Ｂ}空間,虚空,広がり,スペース;【理】空間
vak	空	あいている,空席の,空位の,>>neokupita,>>libera,>>disponebla;《転》うつろな,ぼんやりした
ŝpar	省	(基本形gloss無)
guberni	省	県の,県営の
provinc	省	州の;地方の,いなか風の
stomak	胃	胃の
ŝtop	堵	(基本形gloss無)
stult	愚	{Ｂ}愚鈍な,まぬけの,愚かな
idiot	愚	白痴的な;ばかげた
suk	汁	汁の;みずみずしい,=sukplena
ŝuld	欠	(基本形gloss無)
debet	欠	［他］【商】借方に記入する,><krediti
osced	欠	{Ｂ}［自］あくびをする
ŝultr	肩	(基本形gloss無)
supoz	设	{Ｂ}［他］仮定する,想定する;想像する,予想する
establ	设	{Ｂ}［他］設置する,開設する,創立する,確立する,制定する
ŝvel	肿	(基本形gloss無)
ŝvit	汗	(基本形gloss無)
taks	评	{Ｂ}［他］評価する,鑑定する,見積もる,査定する;《古》=alte taksi（高く評価する）
kritik	评	批評の;批判の,批判的な
koment	评	{Ｏ}［他］論評する,解説する;=komentarii（注釈をつける）
recenz	评	{Ｂ}［他］（新刊書・演劇などを）批評する,論評する
tem	题	［自］（pri）〜を主題としている;（無主語）問題は〜である
titol	题	［他］表題を付ける;称号を与える
problem	题	問題のある,解決の難しい,疑わしい,不確かな
tez	题	{Ｏ}主張,説;【論】命題,定立,提題;【政】テーゼ;【学】=disertacio（学位論文）
tomb	墓	墓の,墓のような
tondr	雷	雷の,雷のような
traduk	译	翻訳の,翻訳に関する
interpret	译	{Ｂ}［他］通訳する;解釈する,解明する;（演奏・演劇で）自己の解釈に基づいて演じる
tur	塔	{Ｂ}塔,やぐら,鐘楼;【運】（高飛び込みの）飛び込み台;【遊】（チェスの）ルーク,（将棋の）飛車
urĝ	急	(基本形gloss無)
van	徒	{Ｂ}実りのない,むだな;むなしい,実質を伴わない
ventr	腹	腹の,腹部の
verŝ	浇	(基本形gloss無)
zon	带	帯の,帯状の
bend	带	［他］（ひも・テープで）しばる,束ねる,巻く
laĉ	带	(基本形gloss無)
rimen	带	{Ｂ}（平たくて細長い）ひも,帯,革帯;【機】ベルト
ruband	带	{Ｂ}リボン,テープ,ひも,帯状のもの;（勲章の）綬（じゅ）
admir	佩	{Ｂ}［他］感嘆する,賛美する;敬服する,感心する
uni	联	{Ｏ}【政】同盟,連合,>>unuig^o,>>federacio,>>konfederacio
asoci	联	協会の
federaci	联	連合の;連邦の
baz	基	基礎的な;【化】塩基性の
fundament	基	基礎の;基礎的な,基本的な
kas	库	{Ｂ}金庫;会計
garaĝ	库	(基本形gloss無)
bibliotek	库	図書館の
boat	舟	{Ｂ}ボート,小舟
butik	店	［自］小売店を営む
ced	让	{Ｂ}［自］譲歩する,屈服する;［他］譲る,譲渡する
cerb	脑	頭脳的な,脳の
disting	辨	他との区別を示す,特有の;示差的な
ekonomi	经济	経済上の;経済的な
ekonomik	经济	経済学的
ekstrem	极	{Ｂ}末端の,果ての,ぎりぎりの;極端な,極度の
arkt	极	【地理】北極の,=nordpolusa,><antarkta
maksimum	极	最大限の,最高度の,極限の
ekvilibr	衡	釣合いのとれた,安定した
pes	衡	{Ｂ}［他］〜の重さを計る,はかりにかける,計量する;《転》慎重に考慮する,吟味する,比較検討する
escept	除	例外的な
elimin	除	除去の,排除の;ふるい落とす,予選の
fabrik	厂	［他］製造する,製作する,生産する
uzin	厂	（大規模な）冶金工場,>>fabriko
fleks	弯	=fleksebla（曲げられる）
funkci	功	［自］職務を遂行する;機能を果たす
gratul	贺	祝いの,祝賀の
map	图	［他］地図を作る;【数】写像する,=bildigi
ilustr	图	{Ｂ}［他］挿絵を入れる,図解する;（例をあげて）説明する
ofer	献	{Ｂ}［他］【宗】（神に）ささげる,供える;犠牲にする,費やす;（人などに）ささげる,進呈する,>>dedic^i
dediĉ	献	(基本形gloss無)
oficial	官	{Ｂ}公式の,正式の;公認の,公定の
burokrat	官	官僚的な
pejzaĝ	景	(基本形gloss無)
panoram	景	パノラマのような,全景を見渡せる
perfekt	完	{Ｂ}完全な,完璧な,申し分のない,>>senmanka,>>plena,>>kompleta
poem	诗	{Ｂ}詩（作品）,（特に）長編詩,>>poeziaj^o
poet	诗	{Ｂ}詩人
poezi	诗	詩の;詩的な,詩情豊かな,><proza
rab	抢	{Ｂ}［他］奪う,奪い取る,強奪する,（強制的に）取り上げる
reciprok	互	{Ｂ}相互の,お互いの;互恵的な
rev	幻	空想的な,夢のような
iluzi	幻	錯覚の;見せかけの
fantazi	幻	幻想的な,とりとめのない,気まぐれな;奔放な,空想的な
revu	刊	［他］評論する;【軍】閲兵する
hal	厅	{Ｂ}ホール,大広間;市場,（屋根と柱だけの）市場の建物
salon	厅	{Ｂ}サロン,広間,客間;名士の集い,社交界;（定期的な）美術展
sistem	系	体系的な,系統的な;計画的な,一貫した
sovaĝ	野	(基本形gloss無)
ŝut	撒	(基本形gloss無)
teatr	剧	劇場の;劇の,演劇の;《転》芝居がかった
dram	剧	演劇の;《転》劇的な
komedi	剧	喜劇の,喜劇的な;《転》見せかけの,茶番の
skeĉ	剧	(基本形gloss無)
temperatur	温	温度の;体温の
tip	型	典型的な,代表的な;特有の,いかにも〜らしい;類型的な,型にはまった
ton	调	{Ｂ}【楽】（一定の音高の）楽音,音;【楽】主音,=toniko;【楽】全音;【声】声調;口調,語調;色調,色合い,トーン;
agord	调	{Ｏ}［他］【楽】調律する,音を合わせる;【通】同調させる;【情】設定する,セットアップする;《転》（人を〜な）気分にさせる
melodi	调	旋律の,旋律的な;豊かな旋律の,調べの美しい,耳に心地よい
klimatiz	调	(基本形gloss無)
tord	拧	撚った,曲がりくねった,=tordita
tren	拖	{Ｂ}［他］引きずる,引きずって行く;牽引する,引っぱる;《転》（つらいことに）耐えて過ごす;【情】（マウスで）ドラッグする
traktor	拖	{Ｂ}【車】トラクター
var	货	{Ｂ}【経】商品,売り物,>>komercaj^o,>>artiklo
azen	驴	ロバの;愚かな
korb	篮	{Ｂ}かご,ざる
abi	杉	{Ｂ}【植】モミ（樅）（属）
acid	酸	{Ｂ}酸っぱい,酸味の;《転》辛辣（しんらつ）な,手厳しい;【化】酸の,酸性の
agl	雕	ワシの;鷲のような
skulpt	雕	{Ｂ}［他］彫刻する,彫る
bot	靴	【PIV】Alta leda piedvesto, kiu atingas g^is genuo au^ pli alte:
kapital	资	{Ｂ}【経】資本;資本金,資金;《転》資本,元手
burĝ	资	(基本形gloss無)
domaĝ	惜	(基本形gloss無)
fojn	干草	［自］刈り草を乾かす
fotograf	照	(基本形gloss無)
glu	胶	糊（のり）の
gum	胶	［他］ゴムを塗る;ゴムを加える
kaŭĉuk	胶	(基本形gloss無)
kling	刃	{Ｂ}刃（は）,刀身,>>tranc^rando
mason	砌	{Ｂ}［他］（石・レンガで）築く
pip	烟斗	{Ｂ}（喫煙用）パイプ,きせる（煙管）
solid	固	固体の;固い,頑丈な;確固とした,確実な;堅実な,しっかりした
absolut	绝	{Ｂ}絶対の,無条件の,完全な,全くの,>>senkondic^a,>>perfekta
aktor	演	［自］演技する
blok	块	［他］（物を置いて）ふさぐ,さえぎる;【軍】=blokadi
dec	宜	礼儀にかなった,きちんとした,行儀のよい;ふさわしい,適切な
dosier	档	一件書類;（犯罪者の）前科簿;【情】ファイル
dokument	档	文書の,記録の
element	素	初歩的な,基本的な,>>baza,>>fundamenta;元素の,要素の
vegetar	素	{Ｂ}菜食の
fraz	句	［自］美辞麗句を並べる
vers	句	［自］詩を作る
propozici	句	{Ｂ}【Ｇ】節;【論】命題
fuŝ	拙	(基本形gloss無)
klasik	典	{Ｂ}古典の;古典的な,伝統的な,正統派の;【芸】古典主義の,古典派の
enciklopedi	典	百科事典的な,博学の
klopod	尽	骨の折れる
konversaci	谈	会話の
korekt	改	訂正の;=>g^usta（正しい）
modif	改	{Ｂ}［他］修正する,一部変更する
menci	提	{Ｂ}［他］言及する,ちょっと触れる,名を挙げる
ministr	臣	大臣の
preleg	讲	{Ｂ}［自］講演する
lekci	讲	［自］講義をする
procent	率	{Ｂ}パーセント,=elcento;利率,利回り;利息,利子,=interezo
prononc	音	{Ｂ}［他］発音する,>>elparoli
fonetik	音	音声学的;音声の
plekt	编	{Ｂ}［他］（細長いものを）編む,組む,撚る;編んで作る
redakt	编	{Ｂ}［他］（記事・文書を）書く,まとめる;（新聞・雑誌を）編集する
kompil	编	{Ｏ}［他］編纂（へんさん）する,集成する,編集する
redaktor	编	{Ｏ}編集者,=redaktisto
roman	小说	小説の
situaci	况	［自］《古》=situi（位置する）
cirkonstanc	况	{Ｂ}周囲の事情,状況
televid	视	テレビの,テレビ放送の
trafik	交	［自］往来する;輸送を行う,>>transporti
diplomat	交	外交官の;外交的な,駆け引きのうまい
avar	吝	{Ｂ}欲の深い,けちな
bala	扫	{Ｂ}［他］掃く;【理】走査する
barb	胡	（あごやほおに）ひげの生えた
bek	嘴	［他］（くちばしで）つつく;［自］さえずる
bros	刷	［他］ブラシをかける
forn	炉	{Ｂ}炉,かまど;暖炉,ストーブ;こんろ
kamen	炉	{Ｂ}暖炉
stov	炉	ストーブ,=hejtoforno
krem	酪	クリーム入りの;クリーム状の
fromaĝ	酪	(基本形gloss無)
frunt	额	{Ｂ}額（ひたい）,前頭部
karb	炭	{Ｂ}炭,石炭,木炭
kel	窖	{Ｂ}地下室,穴倉,地下貯蔵庫;《転》（地下に貯蔵された）ワイン（全体）
komb	梳	{Ｂ}［他］（くしで）すく,くしけずる
kravat	领带	{Ｂ}【服】ネクタイ
kuv	桶	{Ｂ}桶（おけ）,たらい
barel	桶	{Ｂ}樽（たる）
sitel	桶	{Ｂ}バケツ,手桶;バケツ一杯（の分量）
muŝ	蝇	(基本形gloss無)
nadl	针	{Ｂ}【機】（レコード・注射器・手術用などの）針,（計器の）指針,磁針,（小銃の）撃針;エギーユ（鋭くとがった岩峰）,>>k
pingl	针	{Ｂ}ピン,留め針;【植】針葉
plat	扁	{Ｂ}平たい,薄い,厚みのない;平らな,平坦な,起伏のない;《転》平板な
polv	尘	ちりでできた;ほこりだらけの
pot	壶	{Ｂ}つぼ,はち,ポット,なべ,>>terpoto
kruĉ	壶	(基本形gloss無)
rand	边	縁（ふち）の,へりの;周辺の,境の
kom	逗	{Ｂ}コンマ,読点;【数】小数点;【情】コンマ（，）
ŝerc	逗	(基本形gloss無)
serpent	蛇	蛇の,蛇のような;蛇行した
skrap	刮	{Ｂ}［他］削り取る,かき落とす,こそげる;きいきい鳴らす
ŝnur	绳	(基本形gloss無)
sort	命	{Ｂ}運,運命,天運,巡り合わせ
fatal	命	宿命の,宿命的な,不可避の;悲運の,致命的な,破滅的な
ŝovel	铲	(基本形gloss無)
spegul	镜	［他］うつす,反映する
lupe	镜	ルーペ,虫めがね
teleskop	镜	(基本形gloss無)
spic	香	香辛料の;《転》ぴりっとした
parfum	香	［他］香水をつける,香りをつける
surd	聋	{Ｂ}耳の聞こえない,耳の不自由な,聾（ろう）の;《転》耳を貸さない,聞こうとしない;《転》聞き取りにくい,かすかな
tualet	妆	［自］身づくろいする;化粧する
tus	咳	{Ｂ}［自］せきをする,>>terni;せき払いをする
ung	爪	［他］つめを立てる,ひっかく,>>ungograti,>>ungovundi
vost	尾	尾の;《転》後尾の
abund	丰	{Ｂ}有り余るほどの,豊富な,>>ric^a
alumet	柴	{Ｂ}マッチ
aventur	冒	冒険の,冒険的な
ber	浆果	{Ｂ}（イチゴ・ブドウなど汁気の多い）実;【植】液果
bien	庄	{Ｂ}領地,地所
solen	庄	{Ｂ}荘厳な,盛大な;厳粛な,おごそかな,重々しい;（宗教的）形式にのっとった,正式の
brik	砖	{Ｂ}れんが;れんが形のもの
dekliv	坡	傾斜した
dezert	漠	砂漠の;荒れはてた;人けのない,無人の
distanc	距	離れた,隔たった
diven	猜	{Ｂ}［他］見抜く,言い当てる,推察する,>>konjekti,>>supozi;予知する,占う
konjekt	猜	推測の,憶測に基づく
dron	溺	{Ｂ}［自］溺れる;【海】沈没する;《転》没する,沈む
ekscit	激	刺激性の,興奮性の,どきどきするような
stimul	激	{Ｏ}［他］激励する,励ます;刺激する,>>instigi,>>vigligi,>>sproni
enu	厌	退屈している;=enuiga
abomen	厌	嫌悪を催す,=abomeninda（嫌な）
fajf	笛	{Ｂ}［自］（高く鋭い音を出すこと）口笛を吹く,指笛を吹く;警笛を鳴らす,汽笛を鳴らす;（鳥が）ぴいぴい鳴く
farun	粉	{Ｂ}【料】（穀物の）粉,小麦粉
pulvor	粉	粉状の,粉末の,微粒の
pudr	粉	［他］おしろいを塗る
fask	束	{Ｂ}束（たば）;【理】束（そく）,ビーム
garb	束	{Ｂ}（刈り取った麦などの）束
buked	束	{Ｂ}花束,一束
flos	筏	［自］浮いている
forĝ	锻	(基本形gloss無)
frand	品	美味の,おいしいそうな
