"root"	"kanji"	"gloss"
"aŭ"	"或"	"［接］または,あるいは ／ あれかこれか"
"baldaŭ"	"将"	"［副］まもなく,やがて ／ まもなくの ／ ［副］早々に"
"ĉu"	"吗"	"［接］〜かどうか ／ ［副］〜か（疑問文を作る）"
"do"	"故"	"［接］だから,すると,それでは,そこで,>>sekve,>>tiam;［副］ ／ ［文字名］ドー（文字D，dの名称）"
"eĉ"	"连"	"［副］さえ ／ ［接］たとえ〜であっても"
"kupl"	"连"	"［他］【機】【鉄】【電】連結する,つなぐ;【理】（相互作用で）結合させる;【 ／ =kuplado（連結）"
"konekt"	"连"	"連絡列車 ／ ［他］【電】接続する,つなぐ ／ 【電】接続 ／ 【電】並列接続;【情】パラレル接続"
"koneks"	"连"	"密接に関連した ／ 関連質問"
"for"	"离"	"［副］遠くへ;離れて ／ ［間］去れ！ ／ はるかな,遠く離れた ／ はるかに,遠くに"
"ĝi"	"它"	"［代］それ（人以外の事物・生物）;その子（性の区別をしない幼児） ／ それの ／ それを"
"hieraŭ"	"昨"	"［副］きのう,昨日 ／ きのうの ／ 昨夜,昨晩,ゆうべ ／ きのう一日;前日"
"hodiaŭ"	"今"	"［副］きょう;今日（こんにち）では ／ きょうの;今日（こんにち）の ／ 今朝（けさ） ／ きょう一日"
"ili"	"他们"	"［代］（三人称複数）彼ら,彼女ら,それら ／ 彼らの,彼女らの,それらの ／ 【解】【PIV】(os ilium) La plej granda el l"
"cert"	"确"	"確かな,確実な;ある（特定の） ／ 確かに,確実に,きっと ／ ［自］確かである ／ 【PIV】Nedubebla scio: oni ja ne havas a"
"ja"	"确"	"［副］実に,まったく,まさに"
"jam"	"已"	"［副］既に,もはや ／ 既存の ／ すでに長い間,ずっと以前から ／ 【地名】ジャム・カシミール州（インド）"
"jen"	"这"	"［副］（相手の注意を引いて）そらここに,ほらそこに ／ 次の,次のような,以下の,下記の ／ 次に,次のように,以下に ／ 次のこと,下記"
"ĵus"	"刚"	"［副］たった今 ／ たった今の,直前の"
"pac"	"和"	"強固な平和 ／ ノーベル平和賞 ／ 平和の,平和な;平安な,平穏な ／ 【地名】=Pacifiko"
"kaj"	"和"	"【国名】アンティグア・バーブーダ（北アメリカ） ／ 往復切符,往復券 ／ 【国名】ボスニア・ヘルツェゴビナ（欧州） ／ 【情】カット＆ペースト"
"akord"	"和"	"［自］調和している ／ 一致,調和;【楽】和音 ／ 【楽】長和音,メジャーコード ／ 【楽】短和音,マイナーコード"
"ke"	"事"	"［接］〜ということ ／ 〜という条件で ／ ［接］〜するにもかかわらず ／ （文を導いて）〜するために"
"afer"	"事"	"物事（ものごと）,事,事柄,事項;用件,用事,問題;事件,出来事;事業,業務 ／ （道徳上の）義務 ／ 外務,対外業務,外交問題 ／ 内務,内政"
"fakt"	"事"	"事実上の,真実の ／ 事実上;実は ／ 事実;真相 ／ （〜aj 〜oj）歴史的事実,史実"
"event"	"事"	"行事,催し,イベント;（重大な）出来事,大事件 ／ 【Ｅ】エベントイ（ハンガリーのエスペラント通信社）"
"kvazaŭ"	"如"	"［接］まるで〜のように ／ ［副］まるで〜のように,あたかも ／ 見かけ上の,〜まがいの ／ 見かけ上の,〜まがいの"
"li"	"他"	"［代］彼,あの男 ／ 彼の ／ （三人称）男爵閣下 ／ 閣下（高官に対する言及）"
"mem"	"自"	"［副］〜自身,〜自ら,〜そのもの;自分から,自発的に,おのずと ／ 自身の,自らの ／ 自己,自我,>>egoo ／ ひとりでに,自然に;（他の助けなしに）自分自身で,それ自体で"
"mi"	"我"	"［代］私,僕（ぼく）,あたし ／ 私の,僕の,あたしの ／ 私を,僕を ／ 【解】【医】【生】【PIV】Muskolo (en kunmetaj^oj)"
"atm"	"我"	"【哲】【PIV】Koncepto de persona memo en la"
"morgaŭ"	"明"	"［副］明日,あす ／ 明日の;《転》将来の ／ 明日,翌日;《転》（近い）将来"
"ne"	"不"	"［副］まだ〜ない ／ ［副］（〜で）ない,いいえ ／ ［間］いいえ！ ／ 否定の"
"nek"	"也不"	"［接］〜もまた〜ない"
"ni"	"我们"	"［代］私たち,われわれ ／ 私たちの,われわれの ／ 私達を,われわれを ／ 【キ】主の祈り"
"nun"	"现"	"［副］今後 ／ ［副］今まで ／ ［副］いま（今）,現在;今や,その時;さて,では;現在では,今では ／ 今の,現在の"
"aper"	"现"	"［自］現われる,（刊行物が）出る ／ 出現"
"modern"	"现"	"現代の,現代的な;近代の,近代的な ／ 現代詩"
"aktual"	"现"	"現行の,最新の ／ 現住所 ／ 時事ニュース ／ 現に,現時点で"
"nur"	"仅"	"［副］ただ〜だけ,〜しかない;ほんの,わずか;ようやく,やっと ／ ただの,単なる"
"ol"	"比"	"〜以外の,〜と異なる ／ 〜と異なって ／ ［接］〜より前に ／ （数値）〜未満,〜より少なく;（漠然と）〜以下"
"hom"	"人"	"人権宣言 ／ 人権教育 ／ 品のよい人 ／ よそ者,他人"
"person"	"人"	"【法】個人 ／ 重要人物 ／ 【法】法人 ／ 個人の,個人的な,>>individua"
"oni"	"人"	"［代］（一般・不特定の）人,人々,誰か ／ （一般・不特定の）人の,世人の ／ （一般・不特定の）人を ／ 【化】【PIV】Katjono, karakterizata de cent"
"antrop"	"人"	"【PIV】Homo."
"plej"	"最"	"［副］できるだけ,可能な限り ／ 【法】最恵国条項 ／ （la 〜）［副］もっとも,一番,最〜（比較最上級）,>>pli;（冠詞なし ／ ［副］早々に"
"pli"	"更"	"［副］ますます ／ ［副］それだけますます〜 ／ ［副］〜すればするほど,>>des ／ （数値）〜以下,〜を超えない"
"se"	"若"	"［接］たとえ〜であっても ／ 〜する場合を除いて,〜でなければ ／ ［接］もし〜なら,〜の場合 ／ ［副］そうでなければ"
"sed"	"但"	"［接］しかし,だが,けれども,>>tamen,>>kontrau^e,>>m ／ 【PIV】(ntr (netransitiva)) Kontrau^diri ／ 【植】【PIV】G. (Genro) (Sedum el krasulaco"
"si"	"己"	"［他］心に描く,想像する ／ ［他］自制する;（投票で）棄権する ／ ［他］身投げする;《転》没頭する ／ 雇われる"
"propr"	"己"	"固有の,特有の,独自の,本来の;自分自身の ／ 私有物,自分の物 ／ 【理】固有関数 ／ 固有名詞"
"ŝi"	"她"	"［代］彼女 ／ 彼女の ／ （三人称）女王陛下 ／ 彼女を"
"tamen"	"却"	"［接］けれども,だがしかし ／ ［副］とはいえ,それでも"
"tre"	"很"	"［副］とても,たいへん,非常に, ／ 【PIV】Ekstrema. ／ 【PIV】Alta grado, intenso. -> apogeo, p"
"tro"	"太"	"［副］あまりに〜すぎる ／ 余りの,余分な,過度の ／ 余計に,過度に ／ ［自］度を超している,過剰である"
"tuj"	"即"	"【植】コノテガシワ（種） ／ ［副］すぐ,すぐに,直ちに;すぐそばに,すぐ近くに ／ すぐの,即時の ／ ［前］〜のすぐ前に"
"vi"	"你"	"（手紙文の最後に）敬具 ／ （手紙で）敬具 ／ ［代］あなた,おまえ,君;あなたがた,おまえたち,君たち ／ あなたの;あなたがたの"
"adiaŭ"	"再见"	"［間］さようなら ／ 別れの ／ 送別会 ／ ［他］別れを告げる;【情】ログアウトする,=malregistrig^i,>"
"ho"	"喂"	"［間］おいおい！,おーい！（強い呼びかけ・注意） ／ ［間］（驚き・強い感情）おお！,まあ！;（呼びかけ）おい！ ／ ［文字名］ホー（文字H，hの名称） ／ ［間］（強い悲しみ）なんとまあ！"
"he"	"喂"	"［間］おい！,もしもし！（呼びかけ・注意）;おやおや！（皮肉な驚き） ／ ［間］おいおい！,おーい！（強い呼びかけ・注意）"
"hoj"	"喂"	"［他］おーいと呼びかける ／ 【PIV】Speco de duonpioc^o, konsistanta "
"minus"	"减"	"［接］【数】マイナス（引き算・負数）;《般》〜を差し引いて,><plus ／ 【商】欠損"
"redukt"	"减"	"縮写図 ／ 縮尺 ／ 【機】減圧弁 ／ ［他］削減する,縮小する,縮写する;（人を悪い状態に）追いやる;【写】減力す"
"plus"	"加"	"［接］【数】プラス（足し算・正数）;《般》〜を足して,><minus ／ 超過,余剰"
"adici"	"加"	"［他］【数】加える,足し算する,>>aldoni ／ 【数】足し算,加法,>>aldono"
"rest"	"余"	"残りの,余りの ／ ［自］残る,残存する;〜のままである,いつまでも〜である;滞在する,居残る ／ 残り,余り;【数】剰余"
"ceter"	"余"	"残りの,そのほかの,その他の ／ そのほかに ／ 残りすべて ／ ［副］〜など,その他,=k.c."
"sald"	"余"	"【商】借方残高;借越額 ／ 【商】貸方残高;貸越額 ／ ［他］【商】貸借勘定をする,清算する ／ 【商】（口座の）貸借差引高;差引残高"
"ali"	"别"	"ほかの,別の,その他の;もう一つの ／ ［代］他の人 ／ 〜以外の,〜と異なる ／ 別のやり方で,さもなければ"
"alt"	"高"	"高い;高貴な,高級な ／ 大水,洪水,>>inundo ／ 【電】高周波 ／ 【法】高等裁判所,>>apelacia kortumo"
"am"	"爱"	"［他］愛する,好きである ／ 愛,恋;好み ／ 兄弟愛 ／ 秘めた愛"
"amik"	"友"	"友達の,友好的な ／ （〜aj 〜oj）友好関係 ／ 友好的に ／ 友達;味方"
"bel"	"美"	"美しい,きれいな;立派な,すばらしい;（天気が）晴れた ／ 好天,晴天 ／ 美しく;立派に,みごとに ／ 美"
"bon"	"良"	"良い,善良な,りっぱな ／ 善玉コレステロール（HDL） ／ 【経】好況,好景気 ／ （la 〜）古き良き時代"
"benign"	"良"	"【医】良性の,><maligna ／ 【病】良性腫瘍（しゅよう）"
"ĉambr"	"室"	"室内管弦楽団 ／ 【服】部屋着,ドレッシングガウン,=neglig^a robo ／ 室温 ／ 部屋,室"
"kamer"	"室"	"【理】電離箱 ／ 暗室,窓のない小部屋;【機】（密閉した）箱;【光】暗箱;【映】=kamera ／ 【光】暗箱"
"studi"	"室"	"防音スタジオ ／ スタジオ,放送室,撮影所"
"lokal"	"室"	"【PIV】Parto de konstruaj^o, kun difinit"
"demand"	"问"	"質問の;【Ｇ】疑問の ／ 物問いたげなそぶり ／ 【Ｇ】疑問代名詞 ／ いぶかしげな目つき"
"salut"	"问"	"心をこめたあいさつ ／ ［自］【情】ログインする,ログオンする,=saluti ／ 軽いあいさつ ／ ［他］挨拶する,会釈する,お辞儀する,敬礼する;《転》敬意を表する,歓迎する"
"dev"	"应"	"（道徳上の）義務 ／ ［自］〜しなければならない;〜にちがいない;〜はずである ／ 義務,責務 ／ 最も重要な義務"
"dezir"	"欲"	"［他］欲する,〜したい,望む;願う,（成功などを）いのる ／ 欲望;要望,望み;願望,願い ／ 肉欲"
"apetit"	"欲"	"食欲をそそる ／ ［自］食欲がある ／ 食欲 ／ 食欲を増進させる"
"dir"	"说"	"［他］言う,述べる,告げる ／ 言,ことば"
"don"	"给"	"［他］与える;渡す,もたらす;おこなう ／ 果実がなる;成果をもたらす ／ 混乱をもたらす ／ 授業をする;教訓を与える"
"est"	"是"	"［自］（〜）である;いる,存在する ／ 存在,実在;生存 ／ ［副］すなわち,つまり,=nome ／ 【PIV】La fakto, ke iu estas en io: la d"
"facil"	"易"	"容易な,簡単な;軽やかな ／ 安産 ／ 浅い眠り ／ 軽労働"
"far"	"做"	"［前］〜によって（受け身の主語） ／ 〜によって（行為者を示す） ／ ［他］する,遂行する;作る,つくり出す ／ （不満の意で）口をとがらす,ふくれ面をする"
"feliĉ"	"幸"	"うらやましい幸福 ／ 幸福な,幸せな;幸運な ／ 幸せな結末,ハッピーエンド ／ うれしそうな表情"
"fin"	"终"	"幸せな結末,ハッピーエンド ／ 【理】固定端 ／ 終わりの,最後の;末端の ／ 最終投票;決選投票"
"final"	"终"	"【楽】フィナーレ,最終楽章,終曲;【運】決勝戦,>>duonfinalo,>"
"finis^"	"终"	"【PIV】En sportaj konkursoj, la lasta fo ／ 【PIV】(ntr (netransitiva)) Fari lastan "
"flank"	"侧"	"風上側 ／ 背面,裏側 ／ 外側 ／ 側面の;副次的な"
"foj"	"次"	"一度,ある時 ／ 度,回 ／ （la 〜）最終回,最後 ／ 一度限り"
"form"	"形"	"基本形 ／ 形式の,外形の ／ ［他］形づくる,形成する;構成する,組織する;養成する,育成する ／ 形,形状;形態,様相;形式,外形;作法"
"figur"	"形"	"形象の;図示の;【Ｇ】転義の,比喩の ／ 【Ｇ】転義,比喩的意味,>>propra senco ／ 【Ｇ】比喩的に ／ ［他］（図・形・記号で）表す,描く,かたどる;〜の格好をする,演じる"
"formal"	"形"	"外形的な,形式上の;正式の,正規の;儀礼的な;明確な,明言された ／ 外形についての議論 ／ 正式の契約 ／ 明確な命令"
"morf"	"形"	"【化】無定形の;【鉱】非結晶の ／ 【化】無定形炭素 ／ 【化】非晶質"
"morfi"	"形"	"【数】【PIV】Baza koncepto en la teorio pri"
"fort"	"强"	"【理】引力,><repus^a forto ／ 武力 ／ 制動力,ブレーキ力 ／ 【理】中心力"
"trud"	"强"	"押しつけ,侵入 ／ ［他］押し付ける,無理強いする ／ 押し付け,強要 ／ 【地質】【PIV】Pri petro au^ masivo, devenan"
"emfaz"	"强"	"語気の強い,強調の ／ ［他］（語句を）強めて言う,強調する,力説する,>>akcenti,>>re ／ 強調,力説"
"ĝoj"	"喜"	"喜びの,うれしい ／ 喜んで,うれしそうに ／ ［自］喜ぶ,うれしく思う ／ 喜び"
"ŝat"	"喜"	"［他］価値を認める,高く評価する,尊重する;好む,好く,愛好する,=ami ／ 尊重,（高い）評価"
"grand"	"大"	"物理量 ／ 大きい,強大な,多大の,偉大な ／ 【植】ドクニンジン（毒人参）,>>konio ／ 【史】（英国の）マグナカルタ"
"maj^or"	"大"	"【楽】長調の;（より）大きい,><minora ／ 【楽】長和音,メジャーコード ／ 【楽】長音階 ／ 【楽】長音程"
"pez"	"重"	"総重量 ／ 正味重量 ／ 重い;重さがある;《転》重苦しい;重々しい ／ 重工業"
"grav"	"重"	"重要な,重大な;深刻な ／ 重大な決定 ／ 重要人物 ／ 重傷"
"akcent"	"重"	"アクセントの;アクセントのある ／ 強調して ／ ［他］【Ｇ】【楽】アクセントをおく;《転》強調する ／ 【Ｇ】【楽】アクセント;《転》強調"
"hav"	"有"	"［他］含む;所蔵する ／ 内容;目次;【哲】内包 ／ ［他］持っている,〜がある;所有する ／ 催される,起きる"
"posed"	"有"	"所有の ／ 【Ｇ】所有代名詞 ／ ［他］所有する,占有する;持っている;精通する ／ 所有;精通"
"help"	"助"	"効果的な援助 ／ 手助けの,援助の;補助的な ／ 補助語 ／ 補助貨幣"
"infan"	"童"	"自閉症児 ／ 婚外子 ／ 捨て子 ／ 嫡出子"
"fabel"	"童"	"おとぎ話の,架空の;信じられないような,驚くほどの ／ 途方もない金持ち ／ ［自］おとぎ話を語る,おとぎ話を作る ／ 童話,おとぎ話;《転》作り話"
"ir"	"往"	"往復切符,往復券 ／ 入場券 ／ ［自・他］入る ／ 入ること,立ち入り"
